dataset,tag,arm,model,regime,medae,hit3,hit3_lo,bin_floor,smooth_floor,R12,R12_bin_floor,R12_smooth_floor,R23,R23_lo,R23_bin_floor,R23_smooth_floor,R13_smooth_floor,hit1_smooth_floor,excess_bin,excess_smooth,R23_excess_smooth,R12_excess_smooth
freesolv,sol,t1024r,GPT-5.6 sol,heavy,0.285,16.6667,13.2747,2.0379,1.724,43.379,17.9045,21.0721,67.3684,57.6421,21.9491,13.0598,2.752,62.6445,8.1784,9.6677,5.1585,2.0586
freesolv,sonnet5,reg,Claude Sonnet 5,heavy,0.54,6.5104,4.1667,1.1199,0.9167,28.4153,14.4765,17.014,48.0769,34.5439,17.8891,11.749,1.999,45.8568,5.8134,7.1023,4.092,1.6701
freesolv,sonnet5,t1024,Claude Sonnet 5,heavy,0.53,6.5104,4.1667,0.9931,0.9297,27.027,14.0216,16.8851,50.0,35.8962,16.1869,12.0202,2.0296,45.806,6.5556,7.0028,4.1597,1.6006
freesolv,terra,reg,GPT-5.6 terra,clean,0.8495,1.3021,0.2604,0.4493,0.582,16.9492,13.2516,14.7535,25.0,6.6563,11.8139,11.5504,1.7041,34.1549,2.8981,2.2372,2.1644,1.1488
freesolv,terra,t1024,GPT-5.6 terra,heavy,0.555,3.6458,1.8229,0.6331,0.888,20.3488,13.1223,16.6744,40.0,24.2398,11.8182,11.8464,1.9753,44.9557,5.7586,4.1055,3.3765,1.2204
ld50,dsv4pro,t1024,DeepSeek V4 Pro,heavy,0.4,9.205,6.2762,0.8879,0.7988,29.4574,18.3855,15.1849,57.8947,43.2417,8.8019,10.3927,1.5781,50.6167,10.3672,11.5236,5.5707,1.9399
ld50,gem25pro,reg,Gemini 2.5 Pro,partial,0.5105,2.0121,0.8048,0.8569,0.6489,21.7593,17.1468,13.9177,21.2766,10.199,11.7564,10.7464,1.4957,43.3853,2.3481,3.1008,1.9799,1.5634
ld50,gem25pro,t1024,Gemini 2.5 Pro,clean,0.526,1.6129,0.6048,0.8516,0.6368,16.5094,14.0606,13.6003,22.8571,9.6699,14.4457,10.9953,1.4954,42.5855,1.894,2.5327,2.0788,1.2139
ld50,gem31flashlite,reg,Gemini 3.1 Flash-Lite,clean,0.515,0.0,0.0,0.4416,0.6237,9.0476,11.6954,13.7056,0.0,0.0,8.8944,10.5388,1.4444,43.1831,0.0,0.0,0.0,0.6601
ld50,gem31flashlite,t1024,Gemini 3.1 Flash-Lite,heavy,0.352,7.8471,5.6288,1.1333,0.9024,25.8303,19.0469,15.8488,55.7143,43.6613,10.9445,10.5084,1.6655,54.1841,6.9241,8.6957,5.3019,1.6298
ld50,gem31pro,reg,Gemini 3.1 Pro,heavy,0.256,9.4567,6.841,1.227,1.2958,31.6456,22.2646,18.5903,47.0,36.5518,9.0304,11.0558,2.0553,63.0453,7.7072,7.2981,4.2512,1.7023
ld50,gem31pro,t1024,Gemini 3.1 Pro,heavy,0.266,11.4688,8.8481,1.5117,1.2002,31.3099,22.6676,17.9012,58.1633,48.3429,10.577,10.8062,1.9344,62.0443,7.5867,9.5557,5.3824,1.749
ld50,gem35flash,reg,Gemini 3.5 Flash,clean,0.524,0.4024,0.0,0.4777,0.6398,10.6667,9.5175,13.5703,8.3333,0.0,10.8723,11.0551,1.5002,42.6499,0.8424,0.6289,0.7538,0.786
ld50,gem35flash,t1024,Gemini 3.5 Flash,heavy,0.277,14.6881,11.67,1.8024,1.1831,34.472,22.5917,17.7241,65.7658,56.25,12.6289,10.9487,1.9406,60.9668,8.1492,12.4149,6.0067,1.9449
ld50,gem36flash,reg,Gemini 3.6 Flash,clean,0.5975,1.006,0.4024,0.4947,0.5141,11.7347,10.788,13.315,21.7391,7.1429,11.5084,9.8402,1.3102,39.2364,2.0336,1.9569,2.2092,0.8813
ld50,gem36flash,t1024,Gemini 3.6 Flash,heavy,0.285,16.9456,13.8023,2.0323,1.168,40.339,26.7555,17.4332,68.0672,58.997,12.4132,11.1742,1.948,59.9588,8.3381,14.5081,6.0915,2.3139
ld50,gem3flash,reg,Gemini 3 Flash,clean,0.4985,0.4024,0.0,0.5351,0.6288,12.7119,11.5826,13.8828,6.6667,0.0,9.7039,10.3306,1.4342,43.8421,0.752,0.64,0.6453,0.9157
ld50,gem3flash,t1024,Gemini 3 Flash,heavy,0.268,14.4869,11.4688,2.0355,1.2465,36.3924,24.131,18.071,62.6087,53.3871,13.5916,11.1874,2.0217,61.6559,7.1171,11.6223,5.5964,2.0139
ld50,gpt41,reg,GPT-4.1,clean,0.559,0.8048,0.2012,0.5325,0.5976,11.2821,12.0543,13.6701,18.1818,4.7619,11.1797,10.6452,1.4552,41.0654,1.5114,1.3468,1.708,0.8253
ld50,gpt41,t1024,GPT-4.1,clean,0.5465,0.4024,0.0,0.3939,0.5463,9.5477,11.2858,13.6334,10.5263,0.0,8.737,9.6328,1.3133,41.5966,1.0216,0.7366,1.0928,0.7003
ld50,gpt5,reg,GPT-5,clean,0.5725,0.8048,0.2012,0.4642,0.5835,9.2683,10.4096,13.6215,21.0526,4.5455,10.6023,10.582,1.4414,40.4809,1.7337,1.3793,1.9895,0.6804
ld50,gpt5,t1024,GPT-5,heavy,0.441,3.8229,2.2082,0.9099,0.7243,19.9187,16.0882,14.669,38.7755,25.0,11.6657,10.3687,1.521,47.6237,4.2015,5.2777,3.7397,1.3579
ld50,gpt55,reg,GPT-5.5,clean,0.4875,0.6036,0.0,0.5595,0.6469,12.8205,10.5965,14.3021,10.0,0.0,11.0891,10.1244,1.448,44.674,1.0788,0.9331,0.9877,0.8964
ld50,gpt55,t1024,GPT-5.5,heavy,0.3005,9.8592,7.4447,1.5271,1.0553,32.2259,23.8727,16.8746,50.5155,40.4255,10.8227,10.6975,1.8052,58.4618,6.4562,9.3423,4.7222,1.9097
ld50,grok43,reg,Grok 4.3,partial,0.756,1.2072,0.4024,0.4074,0.4467,9.6591,9.8429,13.0478,35.2941,12.5,11.6441,10.2706,1.3401,33.332,2.9632,2.7026,3.4364,0.7403
ld50,grok43,t1024,Grok 4.3,heavy,1.085,6.25,4.2339,0.8643,0.334,36.9427,22.102,11.5044,53.4483,40.7357,12.4436,11.58,1.3322,25.0714,7.2313,18.7123,4.6156,3.2112
ld50,grok45,reg,Grok 4.5,heavy,0.376,7.0565,4.8387,1.1771,0.841,25.0,19.6549,15.3456,53.0303,39.6825,11.2194,10.5756,1.6229,51.8239,5.9948,8.3901,5.0144,1.6291
ld50,grok45,t1024,Grok 4.5,heavy,0.282,14.8374,11.3821,2.016,1.169,33.7662,24.0307,17.5669,70.1923,60.5757,13.7369,10.9726,1.9275,60.6479,7.3598,12.6922,6.397,1.9222
ld50,grok45,t1024r,Grok 4.5,heavy,0.2755,15.493,12.4748,1.721,1.1781,36.246,25.2676,17.85,68.75,59.5228,10.8544,10.7946,1.9268,61.1398,9.0023,13.1512,6.3689,2.0306
ld50,haiku45,reg,Claude Haiku 4.5,untestable,0.84,0.2012,0.0,0.3002,0.3722,9.396,9.7901,12.3029,7.1429,0.0,10.5025,9.9409,1.223,30.4356,0.6702,0.5405,0.7185,0.7637
ld50,haiku45,t1024,Claude Haiku 4.5,untestable,1.1155,0.4024,0.0,0.1412,0.3078,10.9091,9.5702,11.5772,16.6667,0.0,6.6338,10.828,1.2536,24.5573,2.8499,1.3071,1.5392,0.9423
ld50,kimik3,reg,Kimi K3,clean,0.6855,0.4024,0.0,0.366,0.4628,9.7561,10.8812,13.0585,12.5,0.0,10.1992,9.9935,1.305,35.4618,1.0995,0.8695,1.2508,0.7471
ld50,kimik3,t1024,Kimi K3,heavy,0.3675,10.0604,7.4447,1.3026,0.8551,28.5714,21.0226,15.6768,64.1026,53.9448,11.5173,10.3381,1.6207,52.7636,7.7233,11.7648,6.2006,1.8225
ld50,kimik3,t1024r,Kimi K3,heavy,0.378,9.0726,6.6532,1.1791,0.841,28.9474,20.2939,15.4661,58.4416,47.9986,10.7907,10.4448,1.6154,52.0644,7.6945,10.7873,5.5953,1.8717
ld50,llama4mav,reg,Llama 4 Maverick,clean,0.5115,0.4024,0.0,0.5494,0.6308,7.2034,7.0177,13.8391,11.7647,0.0,16.3656,10.4832,1.4508,43.4789,0.7324,0.6379,1.1222,0.5205
ld50,llama4mav,t1024,Llama 4 Maverick,clean,0.5255,1.2072,0.4024,1.0084,0.5775,11.4407,10.8631,13.6652,22.2222,6.6667,19.4645,9.8727,1.3491,42.8028,1.1971,2.0905,2.2509,0.8372
ld50,luna,reg,GPT-5.6 luna,clean,0.8795,0.0,0.0,0.3386,0.3632,10.7914,9.8527,11.8945,0.0,0.0,11.8665,10.3527,1.2314,29.493,0.0,0.0,0.0,0.9073
ld50,luna,t1024,GPT-5.6 luna,heavy,0.451,5.2419,3.4274,0.837,0.7545,21.3992,16.315,14.5505,50.0,36.3636,10.749,11.0197,1.6034,47.0573,6.2627,6.9473,4.5373,1.4707
ld50,minimaxm3,reg,MiniMax M3,clean,0.679,1.006,0.2012,0.5798,0.508,12.0419,11.6376,12.8723,21.7391,5.2632,13.0614,11.0431,1.4215,35.7404,1.7351,1.9801,1.9686,0.9355
ld50,minimaxm3,t1024,MiniMax M3,heavy,0.3625,9.2025,6.7485,1.2808,0.9024,28.5714,19.1527,15.7478,56.25,44.8698,11.8877,10.7181,1.6879,53.4648,7.185,10.1976,5.2481,1.8143
ld50,mistrall,reg,Mistral Large 2512,untestable,1.1565,0.4024,0.0,0.1553,0.2857,10.5882,9.9157,11.7356,22.2222,0.0,9.3756,10.2416,1.2019,23.7716,2.5911,1.4084,2.1698,0.9022
ld50,mistrall,t1024,Mistral Large 2512,untestable,1.1875,0.2012,0.0,0.1315,0.2596,8.1081,8.6769,11.4016,16.6667,0.0,10.0479,9.7469,1.1113,23.3561,1.53,0.7752,1.71,0.7111
ld50,opus5,reg,Claude Opus 5,clean,0.388,0.8065,0.2016,0.4748,0.8692,11.6279,12.8427,15.552,13.3333,2.9391,7.1164,10.883,1.6925,51.3561,1.6986,0.9278,1.2252,0.7477
ld50,opus5,t1024,Claude Opus 5,heavy,0.2755,9.2929,6.6667,1.3626,1.1579,26.875,19.7417,17.5777,53.4884,42.4629,10.5398,10.8004,1.8985,60.994,6.82,8.0253,4.9524,1.5289
ld50,opus5,t1024r,Claude Opus 5,heavy,0.252,9.1093,6.6802,1.2339,1.2817,26.2195,19.5695,18.6374,52.3256,41.4894,9.6476,10.8712,2.0261,63.2586,7.3825,7.1073,4.8132,1.4068
ld50,qwen3,reg,Qwen3-235B,clean,0.6115,0.0,0.0,0.2556,0.4909,7.5758,7.0953,13.5539,0.0,0.0,8.946,9.4099,1.2754,38.493,0.0,0.0,0.0,0.5589
ld50,qwen3,t1024,Qwen3-235B,clean,0.614,0.4024,0.0,0.4075,0.5614,8.6957,10.1391,13.0701,11.1111,0.0,9.6288,11.1645,1.4592,38.4708,0.9875,0.7168,0.9952,0.6653
ld50,sol,reg,GPT-5.6 sol,clean,0.52,0.4024,0.0,0.433,0.6217,9.2105,10.1192,13.8633,9.5238,0.0,9.5282,10.4781,1.4526,42.8008,0.9293,0.6472,0.9089,0.6644
ld50,sol,t1024,GPT-5.6 sol,heavy,0.3015,12.8773,9.8592,1.7763,1.0915,34.7541,25.1262,17.1315,60.3774,50.9615,11.7418,10.9034,1.8679,58.4366,7.2495,11.7973,5.5375,2.0287
ld50,sol,t1024r,GPT-5.6 sol,heavy,0.3225,12.4748,9.4567,1.645,0.9547,33.3333,25.2276,16.6581,65.2632,54.994,11.7634,10.1194,1.6857,56.6368,7.5835,13.0663,6.4493,2.001
ld50,sonnet5,reg,Claude Sonnet 5,clean,0.429,0.2016,0.0,0.4141,0.7435,7.6628,8.0374,14.6952,5.0,0.0,9.7703,10.4379,1.5339,48.4698,0.4868,0.2712,0.479,0.5214
ld50,sonnet5,t1024,Claude Sonnet 5,partial,0.355,2.6263,1.4141,0.8011,0.9547,14.2361,13.0993,15.8098,31.7073,17.7745,10.7198,11.1858,1.7684,53.9869,3.2784,2.7508,2.8346,0.9005
ld50,terra,reg,GPT-5.6 terra,clean,0.6195,0.6036,0.0,0.2926,0.5513,7.6923,9.5762,13.3403,20.0,0.0,7.9382,10.8002,1.4408,38.2646,2.0629,1.0949,1.8518,0.5766
ld50,terra,t1024,GPT-5.6 terra,heavy,0.4095,6.841,4.6278,1.0708,0.7817,23.5294,17.9108,14.9798,53.125,40.0,11.2221,10.5099,1.5744,49.6509,6.3887,8.7515,5.0547,1.5707
lipophilicity,dsv4pro,t1024,DeepSeek V4 Pro,untestable,0.64,0.7634,0.0,0.937,0.5547,13.7255,14.4899,13.7808,14.2857,0.0,17.7788,10.9668,1.5113,36.7062,0.8147,1.3761,1.3026,0.996
lipophilicity,gem25pro,reg,Gemini 2.5 Pro,untestable,0.84,0.365,0.0,0.2597,0.385,11.9048,14.4424,12.4726,10.0,0.0,5.7265,10.2827,1.2825,30.0219,1.4055,0.948,0.9725,0.9545
lipophilicity,gem25pro,t1024,Gemini 2.5 Pro,untestable,0.875,0.7299,0.0,0.5243,0.3832,15.4762,16.3529,12.9034,15.3846,0.0,10.5449,10.0816,1.3009,29.458,1.3921,1.9047,1.526,1.1994
lipophilicity,gem31flashlite,reg,Gemini 3.1 Flash-Lite,untestable,0.965,1.1628,0.0,0.4382,0.3704,11.4286,13.009,12.3959,37.5,0.0,12.734,11.0027,1.3639,27.1606,2.6536,3.139,3.4083,0.922
lipophilicity,gem31flashlite,t1024,Gemini 3.1 Flash-Lite,untestable,0.755,0.365,0.0,0.6192,0.4653,13.3333,17.1651,13.6515,8.3333,0.0,11.4196,10.5241,1.4367,32.3887,0.5895,0.7844,0.7918,0.9767
lipophilicity,gem31pro,reg,Gemini 3.1 Pro,clean,0.49,0.0,0.0,0.3639,0.6496,11.8519,12.4603,14.6446,0.0,0.0,5.9547,10.0282,1.4686,44.2354,0.0,0.0,0.0,0.8093
lipophilicity,gem31pro,t1024,Gemini 3.1 Pro,clean,0.48,0.0,0.0,0.6602,0.7701,13.4328,13.0639,14.9687,0.0,0.0,10.3731,11.4425,1.7128,44.9599,0.0,0.0,0.0,0.8974
lipophilicity,gem35flash,reg,Gemini 3.5 Flash,untestable,0.715,0.7299,0.0,0.2766,0.4909,12.2642,9.1881,13.3459,15.3846,0.0,7.8343,10.8863,1.4529,33.7865,2.6388,1.4869,1.4132,0.9189
lipophilicity,gem35flash,t1024,Gemini 3.5 Flash,clean,0.515,0.365,0.0,0.4476,0.6697,13.2867,12.8969,14.4022,5.2632,0.0,6.814,10.8773,1.5666,42.75,0.8155,0.545,0.4839,0.9225
lipophilicity,gem36flash,reg,Gemini 3.6 Flash,untestable,0.67,1.0949,0.0,0.5024,0.5602,10.6195,9.5527,13.6445,25.0,0.0,13.5121,11.4382,1.5607,35.896,2.1793,1.9544,2.1857,0.7783
lipophilicity,gem36flash,t1024,Gemini 3.6 Flash,untestable,0.5,0.0,0.0,0.5288,0.646,9.0909,10.6183,14.7317,0.0,0.0,9.616,10.0568,1.4815,43.6022,0.0,0.0,0.0,0.6171
lipophilicity,gem3flash,reg,Gemini 3 Flash,clean,0.73,0.0,0.0,0.3954,0.4726,17.0,13.0384,13.4502,0.0,0.0,8.3718,10.3517,1.3923,33.9453,0.0,0.0,0.0,1.2639
lipophilicity,gem3flash,t1024,Gemini 3 Flash,clean,0.595,0.7299,0.0,0.3891,0.5493,13.5135,13.5436,14.016,13.3333,0.0,7.0412,10.1108,1.4171,38.7591,1.8759,1.3289,1.3187,0.9641
lipophilicity,gpt41,reg,GPT-4.1,untestable,0.87,0.365,0.0,0.3467,0.3595,9.4737,7.6935,12.1852,11.1111,0.0,13.352,10.0767,1.2279,29.2774,1.0528,1.0153,1.1026,0.7775
lipophilicity,gpt41,t1024,GPT-4.1,untestable,0.885,0.0,0.0,0.3432,0.3978,9.8765,11.938,12.9125,0.0,0.0,9.4633,10.5928,1.3678,29.0839,0.0,0.0,0.0,0.7649
lipophilicity,gpt5,reg,GPT-5,untestable,0.775,0.365,0.0,0.3303,0.4818,11.3821,10.132,13.3774,7.1429,0.0,7.6275,11.3353,1.5164,31.7701,1.1051,0.7577,0.6301,0.8508
lipophilicity,gpt5,t1024,GPT-5,untestable,0.735,0.0,0.0,0.2445,0.4526,8.3333,8.0367,13.28,0.0,0.0,7.4416,10.2395,1.3598,33.281,0.0,0.0,0.0,0.6275
lipophilicity,gpt55,reg,GPT-5.5,untestable,0.8,0.365,0.0,0.3827,0.3996,11.7647,11.846,13.0341,10.0,0.0,10.4489,9.8206,1.28,31.2208,0.9537,0.9133,1.0183,0.9026
lipophilicity,gpt55,t1024,GPT-5.5,clean,0.57,0.7299,0.0,0.5799,0.5602,23.0769,18.2328,13.9016,8.3333,0.0,8.6353,10.0294,1.3943,40.1807,1.2587,1.3029,0.8309,1.66
lipophilicity,grok43,reg,Grok 4.3,untestable,0.785,0.365,0.0,0.3193,0.4927,12.766,9.6599,13.536,8.3333,0.0,9.5086,11.4407,1.5486,31.8157,1.1431,0.7408,0.7284,0.9431
lipophilicity,grok43,t1024,Grok 4.3,untestable,0.895,0.3676,0.0,0.4158,0.3887,14.7368,11.5041,12.6063,7.1429,0.0,10.7026,10.7251,1.352,28.7482,0.8841,0.9458,0.666,1.169
lipophilicity,grok45,reg,Grok 4.5,untestable,0.64,0.7299,0.0,0.5328,0.5547,11.5044,10.6584,13.5765,15.3846,0.0,12.2309,11.0949,1.5063,36.8285,1.3699,1.3157,1.3866,0.8474
lipophilicity,grok45,t1024,Grok 4.5,clean,0.58,0.0,0.0,1.0117,0.5912,15.0442,16.0386,14.0731,0.0,0.0,15.4099,10.5744,1.4881,39.7299,0.0,0.0,0.0,1.069
lipophilicity,haiku45,reg,Claude Haiku 4.5,untestable,0.86,0.365,0.0,0.5664,0.3777,10.2273,11.5125,12.6244,11.1111,0.0,15.6172,10.073,1.2717,29.7044,0.6444,0.9663,1.1031,0.8101
lipophilicity,haiku45,t1024,Claude Haiku 4.5,untestable,0.88,0.0,0.0,0.2186,0.3741,9.1954,11.6861,12.7778,0.0,0.0,5.7441,10.0737,1.2872,29.062,0.0,0.0,0.0,0.7196
lipophilicity,kimik3,reg,Kimi K3,untestable,0.68,0.0,0.0,0.2394,0.5182,10.9091,8.7996,13.531,0.0,0.0,6.8666,10.8812,1.4723,35.1989,0.0,0.0,0.0,0.8062
lipophilicity,kimik3,t1024,Kimi K3,untestable,0.58,0.0,0.0,0.4482,0.5347,10.4839,11.984,14.1775,0.0,0.0,8.4981,9.4914,1.3456,39.7336,0.0,0.0,0.0,0.7395
lipophilicity,llama4mav,reg,Llama 4 Maverick,untestable,1.05,0.365,0.0,0.3925,0.3339,7.6923,13.7883,12.0481,20.0,0.0,12.8684,11.0708,1.3338,25.0365,0.9299,1.093,1.8066,0.6385
lipophilicity,llama4mav,t1024,Llama 4 Maverick,untestable,1.07,0.365,0.0,0.4005,0.3485,13.1148,13.378,12.832,12.5,0.0,14.7686,10.8894,1.3973,24.9434,0.9114,1.0472,1.1479,1.022
lipophilicity,luna,reg,GPT-5.6 luna,untestable,0.845,0.0,0.0,0.604,0.4088,12.2222,14.0911,12.9968,0.0,0.0,13.289,10.4429,1.3572,30.1168,0.0,0.0,0.0,0.9404
lipophilicity,luna,t1024,GPT-5.6 luna,untestable,0.76,0.0,0.0,0.4615,0.4453,13.0435,13.6404,13.4206,0.0,0.0,10.5309,10.2607,1.3771,32.3339,0.0,0.0,0.0,0.9719
lipophilicity,minimaxm3,reg,MiniMax M3,untestable,0.88,0.0,0.0,0.4333,0.4215,6.25,10.3724,12.7917,0.0,0.0,14.7449,11.2683,1.4414,29.2445,0.0,0.0,0.0,0.4886
lipophilicity,minimaxm3,t1024,MiniMax M3,clean,0.67,0.3745,0.0,0.7552,0.5474,16.3793,17.8516,13.7793,5.2632,0.0,10.2334,11.0092,1.517,36.0876,0.4959,0.6841,0.4781,1.1887
lipophilicity,mistrall,reg,Mistral Large 2512,untestable,0.705,0.0,0.0,0.3781,0.4672,9.5652,9.7904,13.4918,0.0,0.0,9.7283,9.9572,1.3434,34.7737,0.0,0.0,0.0,0.709
lipophilicity,mistrall,t1024,Mistral Large 2512,untestable,0.71,0.7299,0.0,0.502,0.4945,10.8108,11.9252,13.4752,16.6667,0.0,10.6408,10.6441,1.4343,34.4781,1.454,1.476,1.5658,0.8023
lipophilicity,opus5,reg,Claude Opus 5,clean,0.485,0.0,0.0,0.2922,0.7372,12.5,14.846,14.8548,0.0,0.0,3.8313,11.2035,1.6643,44.2974,0.0,0.0,0.0,0.8415
lipophilicity,opus5,t1024,Claude Opus 5,clean,0.41,0.0,0.0,0.1735,0.8285,17.4825,16.1526,15.7713,0.0,0.0,2.1414,10.6,1.6718,49.5566,0.0,0.0,0.0,1.1085
lipophilicity,qwen3,reg,Qwen3-235B,untestable,1.125,0.365,0.0,0.1954,0.2664,5.5556,8.8762,12.1771,25.0,0.0,8.4352,9.1079,1.1091,24.0219,1.868,1.37,2.7449,0.4562
lipophilicity,qwen3,t1024,Qwen3-235B,untestable,1.04,0.365,0.0,0.3536,0.3303,4.7619,8.9752,12.1059,25.0,0.0,13.6715,10.761,1.3027,25.354,1.0322,1.1051,2.3232,0.3934
lipophilicity,sol,reg,GPT-5.6 sol,untestable,0.805,0.365,0.0,0.1726,0.4124,9.2784,8.0816,12.6864,11.1111,0.0,6.1944,10.4581,1.3268,31.0839,2.1147,0.885,1.0624,0.7314
lipophilicity,sol,t1024,GPT-5.6 sol,untestable,0.74,0.365,0.0,0.5301,0.4453,13.8298,14.0425,13.2876,7.6923,0.0,11.6479,10.0785,1.3392,33.2482,0.6885,0.8198,0.7632,1.0408
lipophilicity,sonnet5,reg,Claude Sonnet 5,clean,0.64,0.365,0.0,0.2401,0.5073,16.8067,14.7706,13.4454,5.0,0.0,3.6766,10.2206,1.3742,36.9161,1.5202,0.7195,0.4892,1.25
lipophilicity,sonnet5,t1024,Claude Sonnet 5,untestable,0.635,0.0,0.0,0.0343,0.5693,11.3821,11.3086,13.4419,0.0,0.0,0.7069,11.4244,1.5357,37.0748,0.0,0.0,0.0,0.8468
lipophilicity,terra,reg,GPT-5.6 terra,untestable,0.85,0.365,0.0,0.3892,0.3996,12.0482,13.6347,13.0912,10.0,0.0,9.2946,10.2098,1.3366,29.8996,0.9378,0.9133,0.9795,0.9203
lipophilicity,terra,t1024,GPT-5.6 terra,untestable,0.695,0.0,0.0,0.2223,0.5493,8.3333,10.9333,13.8721,0.0,0.0,5.4807,11.2988,1.5674,35.0438,0.0,0.0,0.0,0.6007
ppbr,gem25pro,reg,Gemini 2.5 Pro,clean,4.075,2.0492,1.0246,2.5094,0.8002,25.8475,26.4437,17.0723,16.3934,7.6923,19.5148,7.7434,1.322,60.5307,0.8166,2.5608,2.1171,1.514
ppbr,gem25pro,t1024,Gemini 2.5 Pro,clean,3.96,2.8689,1.6342,2.2602,0.7828,24.3902,24.899,17.4266,23.3333,12.6979,17.9971,7.344,1.2798,61.1639,1.2693,3.665,3.1772,1.3996
ppbr,gem31flashlite,reg,Gemini 3.1 Flash-Lite,clean,3.8,1.2422,0.4141,1.4636,0.8586,21.6814,23.2899,18.0489,12.2449,4.2553,13.6278,7.6279,1.3767,62.3648,0.8487,1.4468,1.6053,1.2013
ppbr,gem31flashlite,t1024,Gemini 3.1 Flash-Lite,clean,3.8,1.8443,0.8145,2.0534,0.8975,22.7642,22.6459,17.8126,16.0714,6.9767,18.0702,8.0954,1.442,62.2428,0.8982,2.0548,1.9853,1.278
ppbr,gem31pro,reg,Gemini 3.1 Pro,clean,4.6,0.4098,0.0,0.8544,0.7398,19.3277,20.1951,16.2509,4.3478,0.0,8.8425,7.9054,1.2847,57.582,0.4796,0.554,0.55,1.1893
ppbr,gem31pro,t1024,Gemini 3.1 Pro,clean,5.77,1.2295,0.4098,0.9352,0.5902,16.9082,18.9354,14.657,17.1429,5.5556,11.6402,7.565,1.1088,53.2254,1.3147,2.0833,2.2661,1.1536
ppbr,gem35flash,reg,Gemini 3.5 Flash,clean,5.445,0.4098,0.0,0.5907,0.5973,12.9944,14.8902,14.9145,8.6957,0.0,10.7725,7.3686,1.099,54.3535,0.6938,0.686,1.1801,0.8713
ppbr,gem35flash,t1024,Gemini 3.5 Flash,clean,4.09,1.2295,0.4098,0.9095,0.7797,17.5,17.5558,17.2115,14.2857,4.4444,10.6146,7.5012,1.2911,60.3924,1.3518,1.5769,1.9044,1.0168
ppbr,gem36flash,reg,Gemini 3.6 Flash,clean,4.18,0.8197,0.2049,1.0685,0.8289,21.875,22.0644,16.886,8.1633,1.851,10.5023,8.1676,1.3792,60.1004,0.7672,0.9889,0.9995,1.2955
ppbr,gem36flash,t1024,Gemini 3.6 Flash,clean,3.685,0.8197,0.2049,1.1015,0.9314,19.0871,19.7206,18.0668,8.6957,2.0408,11.3756,8.2329,1.4874,62.6148,0.7442,0.8801,1.0562,1.0565
ppbr,gem3flash,reg,Gemini 3 Flash,clean,5.015,1.0246,0.2049,0.5967,0.6281,14.6341,15.6441,15.3016,16.6667,3.7004,9.1158,7.3422,1.1235,55.9047,1.7171,1.6313,2.27,0.9564
ppbr,gem3flash,t1024,Gemini 3 Flash,clean,5.025,0.8197,0.2049,0.7109,0.6588,20.6731,20.4175,15.7114,9.3023,2.0833,8.2454,7.4724,1.174,56.1158,1.153,1.2442,1.2449,1.3158
ppbr,gpt41,reg,GPT-4.1,clean,4.925,0.6148,0.0,0.6186,0.6516,20.0957,19.0923,15.4962,7.1429,0.0,7.7856,7.4499,1.1545,56.4457,0.9939,0.9435,0.9588,1.2968
ppbr,gpt41,t1024,GPT-4.1,clean,4.345,1.0246,0.2049,1.3718,0.748,20.354,22.1889,16.4968,10.8696,3.0281,13.4547,7.6304,1.2588,59.4191,0.7469,1.3699,1.4245,1.2338
ppbr,gpt5,reg,GPT-5,clean,4.21,0.616,0.0,1.213,0.8033,19.6507,21.3614,16.8909,6.6667,0.0,12.0824,7.9433,1.3417,59.8709,0.5078,0.7669,0.8393,1.1634
ppbr,gpt5,t1024,GPT-5,clean,3.955,0.8197,0.2049,1.9985,0.8566,25.4167,24.9809,17.3646,6.5574,1.492,16.218,8.064,1.4003,61.1701,0.4102,0.957,0.8132,1.4637
ppbr,gpt55,reg,GPT-5.5,clean,4.73,1.2295,0.4098,1.6615,0.6947,22.0183,21.9722,16.2333,12.5,4.0796,17.0579,7.4637,1.2116,57.335,0.74,1.7699,1.6748,1.3564
ppbr,gpt55,t1024,GPT-5.5,clean,3.735,2.0492,0.8197,2.0763,0.8811,21.7742,22.913,18.043,18.5185,8.3299,17.8847,7.7941,1.4063,62.6578,0.9869,2.3256,2.376,1.2068
ppbr,grok43,reg,Grok 4.3,clean,5.995,0.4098,0.0,0.3906,0.5717,19.0751,18.1348,14.3694,6.0606,0.0,5.9979,7.5867,1.0902,52.4436,1.0492,0.7168,0.7988,1.3275
ppbr,grok43,t1024,Grok 4.3,clean,3.79,1.6461,0.6173,1.1747,0.832,21.1864,23.379,17.7848,16.0,6.1194,10.3146,7.5647,1.3454,61.8391,1.4013,1.9786,2.1151,1.1913
ppbr,grok45,reg,Grok 4.5,clean,3.81,1.2295,0.4098,0.9656,0.8863,20.6897,21.4248,17.9605,12.5,3.8443,9.322,7.9496,1.4278,62.0727,1.2733,1.3873,1.5724,1.152
ppbr,grok45,t1024,Grok 4.5,clean,3.68,1.4344,0.6148,0.9593,0.8617,22.4066,21.8968,17.7165,12.963,4.998,8.8374,7.7705,1.3767,62.5922,1.4953,1.6647,1.6682,1.2647
ppbr,haiku45,reg,Claude Haiku 4.5,clean,7.53,0.8197,0.2049,0.7256,0.4826,18.8889,17.7918,12.7429,11.7647,2.6299,11.024,7.8828,1.0045,48.042,1.1297,1.6986,1.4924,1.4823
