dataset,tag,arm,model,regime,medae,hit3,hit3_lo,bin_floor,smooth_floor,R12,R12_bin_floor,R12_smooth_floor,R23,R23_lo,R23_bin_floor,R23_smooth_floor,R13_smooth_floor,hit1_smooth_floor,excess_bin,excess_smooth,R23_excess_smooth,R12_excess_smooth
antiviral,gem25pro,reg,Gemini 2.5 Pro,untestable,0.86,0.2183,0.0,0.3053,0.3854,9.4891,8.9006,11.8373,7.6923,0.0,11.4149,10.3066,1.22,31.5873,0.715,0.5665,0.7463,0.8016
antiviral,gem25pro,t1024,Gemini 2.5 Pro,untestable,0.8,0.0,0.0,0.4431,0.4247,8.4967,9.3352,12.0917,0.0,0.0,13.9213,10.5506,1.2757,33.2882,0.0,0.0,0.0,0.7027
antiviral,gem31flashlite,reg,Gemini 3.1 Flash-Lite,clean,0.69,0.4367,0.0,0.5907,0.5273,12.5,11.3536,12.6269,9.5238,0.0,14.2765,11.2903,1.4256,36.9869,0.7393,0.8282,0.8435,0.9899
antiviral,gem31flashlite,t1024,Gemini 3.1 Flash-Lite,clean,0.835,1.0917,0.2183,0.4638,0.4148,11.8421,10.2214,12.2491,27.7778,7.6923,13.3479,10.6086,1.2995,31.9247,2.3538,2.6316,2.6184,0.9668
antiviral,gem31pro,reg,Gemini 3.1 Pro,clean,0.81,0.2183,0.0,0.1624,0.3963,12.0,10.5252,11.8687,6.6667,0.0,5.6946,10.1681,1.2068,32.8373,1.3442,0.5509,0.6557,1.0111
antiviral,gem31pro,t1024,Gemini 3.1 Pro,untestable,0.75,0.2183,0.0,0.2809,0.476,7.7519,9.3829,12.1471,10.0,0.0,10.4672,11.2603,1.3678,34.7991,0.7771,0.4586,0.8881,0.6382
antiviral,gem35flash,reg,Gemini 3.5 Flash,clean,0.81,0.0,0.0,0.3892,0.4192,12.2302,12.854,11.9694,0.0,0.0,10.2425,10.6815,1.2785,32.7893,0.0,0.0,0.0,1.0218
antiviral,gem35flash,t1024,Gemini 3.5 Flash,clean,0.64,0.0,0.0,0.2737,0.5393,10.3261,9.5349,12.8176,0.0,0.0,7.5188,10.8096,1.3855,38.9236,0.0,0.0,0.0,0.8056
antiviral,gem36flash,reg,Gemini 3.6 Flash,clean,0.84,0.2183,0.0,0.2581,0.4072,10.5634,9.4957,12.2447,6.6667,0.0,8.7328,10.3698,1.2697,32.0699,0.8458,0.5361,0.6429,0.8627
antiviral,gem36flash,t1024,Gemini 3.6 Flash,untestable,0.77,0.4494,0.0,0.4818,0.4323,8.6667,9.0142,12.4583,15.3846,0.0,16.0679,10.1931,1.2699,34.0437,0.9328,1.0395,1.5093,0.6957
antiviral,gem3flash,reg,Gemini 3 Flash,clean,0.7,0.655,0.0,0.3689,0.5404,11.6129,10.3844,12.6103,16.6667,0.0,10.5903,11.7466,1.4813,36.4814,1.7755,1.2121,1.4189,0.9209
antiviral,gem3flash,t1024,Gemini 3 Flash,clean,0.76,0.0,0.0,0.2418,0.4672,10.3896,9.2977,12.4105,0.0,0.0,8.2287,10.874,1.3495,34.6234,0.0,0.0,0.0,0.8372
antiviral,gpt41,reg,GPT-4.1,untestable,1.15,0.8734,0.2183,0.3279,0.274,10.0917,9.7195,11.5235,36.3636,8.3333,13.9926,9.6132,1.1078,24.7358,2.6636,3.1874,3.7827,0.8757
antiviral,gpt41,t1024,GPT-4.1,untestable,1.205,0.4367,0.0,0.1706,0.2718,5.2632,9.6666,11.3162,33.3333,0.0,7.0118,10.004,1.1321,24.012,2.5598,1.6065,3.332,0.4651
antiviral,gpt5,reg,GPT-5,untestable,0.9933,0.2183,0.0,0.3079,0.3646,11.4286,11.2119,11.3745,8.3333,0.0,12.5781,11.4658,1.3042,27.9585,0.709,0.5987,0.7268,1.0048
antiviral,gpt5,t1024,GPT-5,untestable,1.305,0.4415,0.0,0.2114,0.2631,11.7647,11.7035,11.3253,20.0,0.0,9.6809,10.3835,1.176,22.3734,2.0885,1.6781,1.9261,1.0388
antiviral,gpt55,reg,GPT-5.5,untestable,0.78,0.2183,0.0,0.2509,0.4203,9.3525,7.5634,12.1536,7.6923,0.0,10.6858,10.2068,1.2405,33.8821,0.8701,0.5194,0.7536,0.7695
antiviral,gpt55,t1024,GPT-5.5,untestable,0.73,0.0,0.0,0.2217,0.4793,7.8788,10.239,12.52,0.0,0.0,6.0869,10.8048,1.3528,35.4279,0.0,0.0,0.0,0.6293
antiviral,grok43,reg,Grok 4.3,untestable,1.47,0.0,0.0,0.079,0.2303,2.7397,7.4158,11.1064,0.0,0.0,6.4715,10.1005,1.1218,20.5338,0.0,0.0,0.0,0.2467
antiviral,grok43,t1024,Grok 4.3,untestable,1.2,0.2392,0.0,0.1693,0.2642,10.0917,8.8692,11.2723,9.0909,0.0,7.5899,9.7936,1.104,23.9312,1.4129,0.9054,0.9282,0.8953
antiviral,grok45,reg,Grok 4.5,clean,0.845,0.4386,0.0,0.2333,0.393,13.4328,11.4736,12.2121,11.1111,0.0,6.9572,10.1494,1.2395,31.7085,1.88,1.116,1.0948,1.1
antiviral,grok45,t1024,Grok 4.5,untestable,0.87,0.2198,0.0,0.4067,0.3799,10.7692,12.1821,11.8649,7.1429,0.0,11.9629,10.2564,1.2169,31.2194,0.5404,0.5786,0.6964,0.9077
antiviral,haiku45,reg,Claude Haiku 4.5,untestable,0.89,0.4367,0.0,0.1537,0.3745,7.8125,7.7498,11.556,20.0,0.0,7.5053,10.5832,1.223,30.6179,2.8412,1.1662,1.8898,0.6761
antiviral,haiku45,t1024,Claude Haiku 4.5,untestable,3.285,0.0,0.0,0.0,0.1026,0.0,6.1485,10.4786,,,0.0,9.9156,1.039,9.8766,0.0,0.0,,0.0
antiviral,kimik3,reg,Kimi K3,clean,0.89,0.2183,0.0,0.2735,0.3919,15.4472,12.5748,11.9729,5.2632,0.0,7.9859,10.6782,1.2785,30.655,0.7982,0.557,0.4929,1.2902
antiviral,kimik3,t1024,Kimi K3,untestable,0.8433,0.2188,0.0,0.2444,0.3908,8.7591,9.9208,12.2593,8.3333,0.0,8.2158,10.0421,1.2311,31.7467,0.8953,0.5598,0.8298,0.7145
antiviral,llama4mav,reg,Llama 4 Maverick,untestable,0.8,0.0,0.0,0.2245,0.4421,7.7922,8.5338,12.1468,0.0,0.0,7.7513,10.89,1.3228,33.4247,0.0,0.0,0.0,0.6415
antiviral,llama4mav,t1024,Llama 4 Maverick,untestable,0.78,0.4367,0.0,0.2892,0.4476,8.3871,9.0749,12.5221,15.3846,0.0,9.1892,10.5426,1.3202,33.905,1.51,0.9757,1.4593,0.6698
antiviral,luna,reg,GPT-5.6 luna,clean,0.8,0.655,0.0,0.3059,0.4258,10.0,8.1309,12.5126,17.6471,0.0,10.2805,10.1642,1.2718,33.4771,2.1412,1.5384,1.7362,0.7992
antiviral,luna,t1024,GPT-5.6 luna,untestable,0.855,0.2183,0.0,0.2829,0.4443,7.6433,8.2211,12.0329,8.3333,0.0,10.4467,11.7021,1.4081,31.5546,0.7717,0.4913,0.7121,0.6352
antiviral,minimaxm3,reg,MiniMax M3,untestable,1.07,0.0,0.0,0.1303,0.3275,10.8911,8.5313,11.503,0.0,0.0,6.7818,10.8225,1.2449,26.3079,0.0,0.0,0.0,0.9468
antiviral,minimaxm3,t1024,MiniMax M3,untestable,0.88,0.0,0.0,0.0199,0.4378,5.8824,6.6571,12.1194,0.0,0.0,1.0695,11.6604,1.4132,30.9782,0.0,0.0,0.0,0.4854
antiviral,mistrall,reg,Mistral Large 2512,untestable,1.21,0.0,0.0,0.0862,0.274,8.6538,8.1165,10.5783,0.0,0.0,5.1204,10.9083,1.1539,23.7467,0.0,0.0,0.0,0.8181
antiviral,mistrall,t1024,Mistral Large 2512,untestable,1.16,0.0,0.0,0.0698,0.3122,8.8235,7.9135,11.4795,0.0,0.0,3.8572,10.9705,1.2594,24.7926,0.0,0.0,0.0,0.7686
antiviral,opus5,reg,Claude Opus 5,clean,0.625,0.655,0.0,0.5667,0.5841,13.0682,11.8162,12.8928,13.0435,0.0,12.3599,11.4194,1.4723,39.6703,1.1558,1.1215,1.1422,1.0136
antiviral,opus5,t1024,Claude Opus 5,clean,0.61,0.2183,0.0,0.123,0.5677,12.7168,12.6975,13.2252,4.5455,0.0,2.5228,10.6101,1.4032,40.4563,1.7748,0.3845,0.4284,0.9616
antiviral,qwen3,reg,Qwen3-235B,untestable,1.595,0.0,0.0,0.1599,0.2031,6.4935,7.8956,10.9221,0.0,0.0,11.6856,9.7895,1.0692,18.9913,0.0,0.0,0.0,0.5945
antiviral,qwen3,t1024,Qwen3-235B,untestable,1.56,0.4367,0.0,0.2355,0.2194,12.0482,10.2326,10.8295,20.0,0.0,13.0751,10.5016,1.1373,19.2948,1.8544,1.9901,1.9045,1.1125
antiviral,sol,reg,GPT-5.6 sol,untestable,0.81,0.0,0.0,0.3619,0.4159,7.1942,10.5632,12.403,0.0,0.0,10.9951,10.2254,1.2683,32.7959,0.0,0.0,0.0,0.58
antiviral,sol,t1024,GPT-5.6 sol,clean,0.75,0.4367,0.0,0.3021,0.4356,11.25,10.4437,12.5404,11.1111,0.0,8.4641,9.9775,1.2512,34.8133,1.4455,1.0025,1.1136,0.8971
antiviral,sonnet5,reg,Claude Sonnet 5,untestable,0.69,0.0,0.0,0.0,0.4727,8.4848,9.9566,12.5946,0.0,0.0,0.0,10.1667,1.2805,36.917,0.0,0.0,0.0,0.6737
antiviral,sonnet5,t1024,Claude Sonnet 5,untestable,0.705,0.0,0.0,0.0,0.5175,8.642,9.7508,12.5255,0.0,0.0,0.0,11.3479,1.4214,36.4061,0.0,0.0,0.0,0.69
antiviral,terra,reg,GPT-5.6 terra,clean,0.69,0.0,0.0,0.4121,0.4716,10.5263,10.5534,12.5078,0.0,0.0,10.4877,10.2273,1.2792,36.8679,0.0,0.0,0.0,0.8416
antiviral,terra,t1024,GPT-5.6 terra,untestable,0.68,0.4367,0.0,0.3235,0.4858,8.284,10.2837,12.7259,14.2857,0.0,8.5324,10.2111,1.2995,37.3854,1.3499,0.8989,1.399,0.651
aqsoldb,gem25pro,reg,Gemini 2.5 Pro,clean,0.6216,1.0661,0.2132,0.3171,0.5341,12.5874,12.0202,13.6481,27.7778,7.1429,9.1665,11.7193,1.5995,33.3934,3.362,1.996,2.3703,0.9223
aqsoldb,gem25pro,t1024,Gemini 2.5 Pro,clean,0.6928,0.4274,0.0,0.2389,0.4115,11.0345,11.5022,13.1456,12.5,0.0,7.5931,10.1312,1.3318,30.8987,1.789,1.0386,1.2338,0.8394
aqsoldb,gem31flashlite,reg,Gemini 3.1 Flash-Lite,clean,0.701,0.4264,0.0,0.1533,0.4403,14.6341,9.355,13.1603,11.1111,0.0,6.5993,11.0516,1.4544,30.2729,2.7815,0.9684,1.0054,1.112
aqsoldb,gem31flashlite,t1024,Gemini 3.1 Flash-Lite,partial,0.5345,1.7058,0.6397,0.4811,0.5672,12.2807,11.2426,14.282,38.0952,18.75,12.1065,10.7475,1.535,36.9499,3.5456,3.0076,3.5446,0.8599
aqsoldb,gem31pro,reg,Gemini 3.1 Pro,heavy,0.4591,4.9041,2.9851,0.5075,0.6684,24.2424,15.1827,14.9876,47.9167,32.7586,8.5528,10.9386,1.6394,40.7729,9.6633,7.3366,4.3805,1.6175
aqsoldb,gem31pro,t1024,Gemini 3.1 Pro,heavy,0.447,5.9701,3.838,0.6383,0.7079,29.5337,16.275,14.8575,49.1228,36.5043,9.9264,11.5258,1.7124,41.338,9.3531,8.4337,4.262,1.9878
aqsoldb,gem35flash,reg,Gemini 3.5 Flash,clean,0.5262,0.0,0.0,0.3367,0.5896,12.963,10.7401,14.1074,0.0,0.0,9.7114,11.2239,1.5834,37.2335,0.0,0.0,0.0,0.9189
aqsoldb,gem35flash,t1024,Gemini 3.5 Flash,heavy,0.3611,7.8891,5.5384,0.6317,0.8049,35.9091,16.0747,16.0246,46.8354,35.4411,9.4511,10.7336,1.72,46.7964,12.4887,9.8013,4.3634,2.2409
aqsoldb,gem36flash,reg,Gemini 3.6 Flash,clean,0.5868,0.4264,0.0,0.3738,0.5139,13.7255,11.3171,13.8832,9.5238,0.0,10.4757,10.6684,1.4811,34.694,1.1407,0.8298,0.8927,0.9886
aqsoldb,gem36flash,t1024,Gemini 3.6 Flash,heavy,0.4,4.4776,2.5586,0.639,0.7708,24.0,14.3366,15.6323,43.75,29.7272,11.3436,11.1128,1.7372,44.3699,7.0072,5.8091,3.9369,1.5353
aqsoldb,gem3flash,reg,Gemini 3 Flash,clean,0.5474,0.0,0.0,0.3666,0.5437,11.5607,10.5319,14.0791,0.0,0.0,9.9015,10.6494,1.4993,36.2633,0.0,0.0,0.0,0.8211
aqsoldb,gem3flash,t1024,Gemini 3 Flash,heavy,0.3672,5.5437,3.4115,0.6999,0.7708,29.717,15.0538,16.0273,41.2698,29.3103,11.492,10.3197,1.654,46.6023,7.9207,7.1922,3.9991,1.8542
aqsoldb,gpt41,reg,GPT-4.1,untestable,0.9792,0.8529,0.2132,0.1729,0.3049,13.0,9.6206,12.8086,30.7692,6.6667,8.2491,9.9686,1.2768,23.8795,4.9329,2.7973,3.0866,1.0149
aqsoldb,gpt41,t1024,GPT-4.1,untestable,0.975,0.2132,0.0,0.2128,0.3305,10.101,12.3095,12.5196,10.0,0.0,8.4333,11.0675,1.3856,23.8518,1.0019,0.6451,0.9035,0.8068
aqsoldb,gpt5,reg,GPT-5,untestable,1.0098,0.6397,0.0,0.1744,0.2889,6.1404,9.7746,12.4671,42.8571,0.0,7.7908,10.037,1.2513,23.0885,3.668,2.2142,4.2699,0.4925
aqsoldb,gpt5,t1024,GPT-5,clean,0.8202,1.0661,0.2132,0.3401,0.4115,24.7788,13.8328,13.0072,17.8571,3.8462,10.717,11.6687,1.5178,27.113,3.1347,2.5907,1.5303,1.905
aqsoldb,gpt55,reg,GPT-5.5,clean,0.7107,0.6397,0.0,0.4159,0.4765,14.5985,13.5707,13.6181,15.0,0.0,10.4721,11.5953,1.5791,30.1791,1.5381,1.3424,1.2936,1.072
aqsoldb,gpt55,t1024,GPT-5.5,heavy,0.415,6.1834,4.2591,0.6244,0.7559,26.9608,14.3977,15.2428,52.7273,39.6474,11.462,11.5378,1.7587,42.9787,9.9029,8.1806,4.5699,1.7688
aqsoldb,grok43,reg,Grok 4.3,clean,1.0422,0.2132,0.0,0.2339,0.3134,12.7119,8.823,12.5077,6.6667,0.0,11.5005,11.1364,1.3929,22.5021,0.9115,0.6802,0.5986,1.0163
aqsoldb,grok43,t1024,Grok 4.3,partial,0.7005,1.7131,0.6424,0.4316,0.4254,22.0859,12.8569,13.2961,22.2222,9.375,10.7326,10.4779,1.3932,30.533,3.9692,4.0273,2.1209,1.6611
aqsoldb,grok45,reg,Grok 4.5,clean,0.5,0.641,0.0,0.5856,0.6109,18.9189,15.1516,14.37,8.5714,0.0,11.0343,11.1457,1.6016,38.1407,1.0946,1.0493,0.769,1.3166
aqsoldb,grok45,t1024,Grok 4.5,heavy,0.465,5.1173,3.4062,0.6498,0.6684,24.5098,14.6615,14.8302,48.0,34.9971,11.5112,11.1368,1.6516,40.4723,7.8752,7.6555,4.31,1.6527
aqsoldb,haiku45,reg,Claude Haiku 4.5,untestable,0.9267,0.4301,0.0,0.1841,0.3443,5.5046,9.3308,12.9253,33.3333,0.0,8.3055,10.8317,1.4,24.5959,2.3362,1.249,3.0774,0.4259
aqsoldb,haiku45,t1024,Claude Haiku 4.5,untestable,1.05,0.0,0.0,0.2733,0.291,9.0909,10.1816,12.1016,0.0,0.0,12.5339,10.6682,1.291,22.5437,0.0,0.0,0.0,0.7512
aqsoldb,kimik3,reg,Kimi K3,untestable,0.7339,0.2132,0.0,0.2277,0.4318,8.9041,11.5791,13.3405,7.6923,0.0,6.9694,10.9047,1.4547,29.6802,0.9363,0.4938,0.7054,0.6674
aqsoldb,kimik3,t1024,Kimi K3,heavy,0.4944,2.9979,1.4989,0.6017,0.5928,23.6264,13.5971,14.768,32.5581,19.4371,12.1199,10.3173,1.5237,38.903,4.9824,5.0576,3.1557,1.5998
aqsoldb,llama4mav,reg,Llama 4 Maverick,untestable,0.9737,0.0,0.0,0.2486,0.3049,9.322,10.5118,12.3937,0.0,0.0,9.5245,10.2767,1.2737,23.9392,0.0,0.0,0.0,0.7522
