dataset,tag,hit3_lo,hit3_all_lo,R12_lo,R23_lo,m1_lo,m2_lo,m3_lo,n_usable_lo,regime_lo,verdict_lo,spearman_lo,medae_lo,think_lo,cost_lo,floor_R12_lo,floor_R23_lo,hit3_hi,hit3_all_hi,R12_hi,R23_hi,m1_hi,m2_hi,m3_hi,n_usable_hi,regime_hi,verdict_hi,spearman_hi,medae_hi,think_hi,cost_hi,floor_R12_hi,floor_R23_hi,model,d_hit3,d_R23,d_rho,d_medae,flag_lo,flag_hi,crossed
bace,sonnet5,0.4219,0.4,6.993,20.0,143,10,2,474,clean,clean,0.4993,0.8228,0.0,0.3131,12.596369,24.377747,0.6329,0.6,10.8333,23.0769,120,13,3,474,clean,clean,0.4621,0.9377,0.0,0.3207,12.596369,24.377747,Claude Sonnet 5,0.21100000000000002,3.0768999999999984,-0.03720000000000001,0.1149,False,False,False
bace,terra,0.0,0.0,11.5385,0.0,130,15,0,474,clean,clean,0.3894,0.881,0.0,0.1199,12.596369,24.377747,0.4219,0.4,7.6923,28.5714,91,7,2,474,clean,clean,0.4056,1.4147,1034.0,1.7215,12.596369,24.377747,GPT-5.6 terra,0.4219,28.5714,0.016199999999999992,0.5337000000000001,False,False,False
boilingpoint,gem25pro,85.3659,77.7778,95.122,89.7436,41,39,35,41,heavy,contaminated,0.9999,0.02,786.0,0.183,12.736842,18.75,78.0488,71.1111,95.0,84.2105,40,38,32,41,heavy,contaminated,0.982,0.05,707.0,0.1641,12.736842,18.75,Gemini 2.5 Pro,-7.317099999999996,-5.533100000000005,-0.017900000000000027,0.030000000000000002,True,True,False
boilingpoint,gem31flashlite,73.1707,66.6667,89.7436,85.7143,39,35,30,41,heavy,contaminated,0.9909,0.07,0.0,0.0008,12.736842,18.75,82.9268,75.5556,95.122,87.1795,41,39,34,41,heavy,contaminated,0.9999,0.04,191.0,0.0084,12.736842,18.75,Gemini 3.1 Flash-Lite,9.756100000000004,1.46520000000001,0.009000000000000008,-0.030000000000000006,True,True,False
boilingpoint,gem31pro,87.8049,80.0,95.122,92.3077,41,39,36,41,heavy,contaminated,0.9999,0.04,151.0,0.0499,12.736842,18.75,85.3659,77.7778,95.122,89.7436,41,39,35,41,heavy,contaminated,0.9999,0.04,210.0,0.0706,12.736842,18.75,Gemini 3.1 Pro,-2.439000000000007,-2.5640999999999963,0.0,0.0,True,True,False
boilingpoint,gem35flash,78.0488,71.1111,94.8718,86.4865,39,37,32,41,heavy,contaminated,0.9803,0.05,0.0,0.0049,12.736842,18.75,87.8049,80.0,95.122,92.3077,41,39,36,41,heavy,contaminated,0.9999,0.02,104.0,0.0281,12.736842,18.75,Gemini 3.5 Flash,9.756100000000004,5.82119999999999,0.019600000000000062,-0.030000000000000002,True,True,False
boilingpoint,gem36flash,78.0488,71.1111,95.0,84.2105,40,38,32,41,heavy,contaminated,0.9927,0.04,0.0,0.0047,12.736842,18.75,85.3659,77.7778,97.561,87.5,41,40,35,41,heavy,contaminated,0.9999,0.04,94.0,0.0256,12.736842,18.75,Gemini 3.6 Flash,7.317099999999996,3.289500000000004,0.007199999999999984,0.0,True,True,False
boilingpoint,gem3flash,82.9268,75.5556,95.0,89.4737,40,38,34,41,heavy,contaminated,0.9871,0.04,0.0,0.0016,12.736842,18.75,85.3659,77.7778,95.122,89.7436,41,39,35,41,heavy,contaminated,0.9999,0.04,265.0,0.0211,12.736842,18.75,Gemini 3 Flash,2.4390999999999963,0.2699000000000069,0.012800000000000034,0.0,True,True,False
boilingpoint,gpt41,41.4634,37.7778,73.3333,77.2727,30,22,17,41,heavy,contaminated,0.8716,0.5,0.0,0.0132,12.736842,18.75,39.0244,35.5556,75.0,76.1905,28,21,16,41,heavy,contaminated,0.9042,0.8,0.0,0.0132,12.736842,18.75,GPT-4.1,-2.439,-1.0822000000000003,0.03259999999999996,0.30000000000000004,True,True,False
boilingpoint,gpt5,53.6585,48.8889,85.7143,73.3333,35,30,22,41,heavy,contaminated,0.9008,0.26,0.0,0.0165,12.736842,18.75,90.2439,82.2222,97.561,92.5,41,40,37,41,heavy,contaminated,0.9999,0.02,192.0,0.1383,12.736842,18.75,GPT-5,36.5854,19.166700000000006,0.09909999999999997,-0.24000000000000002,True,True,False
boilingpoint,gpt55,75.6098,68.8889,95.0,81.5789,40,38,31,41,heavy,contaminated,0.9927,0.04,0.0,0.019,12.736842,18.75,87.8049,80.0,95.122,92.3077,41,39,36,41,heavy,contaminated,0.9999,0.02,78.0,0.0829,12.736842,18.75,GPT-5.5,12.195099999999996,10.728799999999993,0.007199999999999984,-0.02,True,True,False
boilingpoint,grok43,60.9756,55.5556,87.5,71.4286,40,35,25,41,heavy,contaminated,0.9985,0.1,0.0,0.0088,12.736842,18.75,63.4146,57.7778,93.75,86.6667,32,30,26,41,heavy,contaminated,0.5965,0.1,432.0,0.0737,12.736842,18.75,Grok 4.3,2.439,15.238100000000003,-0.402,0.0,True,True,False
boilingpoint,grok45,87.8049,80.0,97.561,90.0,41,40,36,41,heavy,contaminated,0.9999,0.02,105.0,0.0477,12.736842,18.75,85.3659,77.7778,95.122,89.7436,41,39,35,41,heavy,contaminated,0.9999,0.02,201.0,0.0701,12.736842,18.75,Grok 4.5,-2.439000000000007,-0.2563999999999993,0.0,0.0,True,True,False
boilingpoint,haiku45,51.2195,46.6667,82.8571,72.4138,35,29,21,41,heavy,contaminated,0.8361,0.17,0.0,0.0077,12.736842,18.75,78.0488,71.1111,90.2439,86.4865,41,37,32,41,heavy,contaminated,0.9991,0.02,137.0,0.0524,12.736842,18.75,Claude Haiku 4.5,26.829300000000003,14.072700000000012,0.16300000000000003,-0.15000000000000002,True,True,False
boilingpoint,kimik3,80.4878,73.3333,95.0,86.8421,40,38,33,41,heavy,contaminated,0.9994,0.04,0.0,0.0315,12.736842,18.75,90.2439,82.2222,97.561,92.5,41,40,37,41,heavy,contaminated,0.9999,0.02,63.0,0.1457,12.736842,18.75,Kimi K3,9.756100000000004,5.657899999999998,0.000500000000000056,-0.02,True,True,False
boilingpoint,llama4mav,60.9756,55.5556,89.7436,71.4286,39,35,25,41,heavy,contaminated,0.9762,0.1,0.0,0.0015,12.736842,18.75,60.9756,55.5556,87.1795,73.5294,39,34,25,41,heavy,contaminated,0.9945,0.1,0.0,0.0015,12.736842,18.75,Llama 4 Maverick,0.0,2.1007999999999925,0.018300000000000094,0.0,True,True,False
boilingpoint,luna,70.7317,64.4444,100.0,85.2941,34,34,29,41,heavy,contaminated,0.9336,0.02,0.0,0.0004,12.736842,18.75,87.8049,80.0,97.5,92.3077,40,39,36,41,heavy,contaminated,0.9927,0.02,27.0,0.0045,12.736842,18.75,GPT-5.6 luna,17.0732,7.013599999999997,0.05910000000000004,0.0,True,True,False
boilingpoint,minimaxm3,58.5366,53.3333,88.8889,75.0,36,32,24,41,heavy,contaminated,0.9335,0.1,0.0,0.0051,12.736842,18.75,82.5,75.0,94.8718,89.1892,39,37,33,40,heavy,contaminated,0.9974,0.04,116.0,0.0141,12.736842,18.75,MiniMax M3,23.9634,14.1892,0.06389999999999996,-0.060000000000000005,True,True,False
boilingpoint,mistrall,53.6585,48.8889,93.1034,81.4815,29,27,22,41,heavy,contaminated,0.9059,0.3,0.0,0.0016,12.736842,18.75,58.5366,53.3333,96.7742,80.0,31,30,24,41,heavy,contaminated,0.9185,0.15,0.0,0.0016,12.736842,18.75,Mistral Large 2512,4.878100000000003,-1.481499999999997,0.012599999999999945,-0.15,True,True,False
boilingpoint,opus5,80.4878,73.3333,92.6829,86.8421,41,38,33,41,heavy,contaminated,0.9999,0.04,0.0,0.0481,12.736842,18.75,85.3659,77.7778,92.6829,92.1053,41,38,35,41,heavy,contaminated,0.9999,0.04,12.0,0.0722,12.736842,18.75,Claude Opus 5,4.878100000000003,5.263199999999998,0.0,0.0,True,True,False
boilingpoint,qwen3,41.4634,37.7778,74.1935,73.913,31,23,17,41,heavy,contaminated,0.8544,0.3,0.0,0.001,12.736842,18.75,46.3415,42.2222,83.871,73.0769,31,26,19,41,heavy,contaminated,0.8942,0.2,0.0,0.001,12.736842,18.75,Qwen3-235B,4.878100000000003,-0.8361000000000018,0.03979999999999995,-0.09999999999999998,True,True,False
boilingpoint,sol,80.4878,73.3333,97.4359,86.8421,39,38,33,41,heavy,contaminated,0.9927,0.04,0.0,0.019,12.736842,18.75,85.3659,77.7778,95.0,92.1053,40,38,35,41,heavy,contaminated,0.9927,0.02,23.0,0.0405,12.736842,18.75,GPT-5.6 sol,4.878100000000003,5.263199999999998,0.0,-0.02,True,True,False
boilingpoint,sonnet5,82.9268,75.5556,97.5,87.1795,40,39,34,41,heavy,contaminated,0.9869,0.04,0.0,0.0192,12.736842,18.75,68.2927,62.2222,90.2439,75.6757,41,37,28,41,heavy,contaminated,0.9997,0.05,0.0,0.0207,12.736842,18.75,Claude Sonnet 5,-14.634100000000004,-11.503799999999998,0.012800000000000034,0.010000000000000002,True,True,False
boilingpoint,terra,80.4878,73.3333,100.0,86.8421,38,38,33,41,heavy,contaminated,0.9776,0.02,0.0,0.0038,12.736842,18.75,82.9268,75.5556,97.5,87.1795,40,39,34,41,heavy,contaminated,0.994,0.02,29.0,0.0109,12.736842,18.75,GPT-5.6 terra,2.439000000000007,0.33740000000000236,0.01639999999999997,0.0,True,True,False
caco2,gem25pro,0.6173,0.6,11.9617,12.0,209,25,3,486,clean,clean,0.423,0.5336,915.0,2.3509,15.079775,17.4,0.2058,0.2,9.8592,4.7619,213,21,1,486,clean,clean,0.4382,0.51,758.0,1.9732,15.079775,17.4,Gemini 2.5 Pro,-0.4115,-7.2381,0.015199999999999991,-0.023599999999999954,False,False,False
caco2,gem31flashlite,0.2137,0.2075,13.8889,3.3333,216,30,1,468,clean,clean,0.5905,0.5461,0.0,0.0137,15.079775,17.4,0.823,0.8,7.4236,23.5294,229,17,4,486,clean,clean,0.6259,0.47,811.5,0.3168,15.079775,17.4,Gemini 3.1 Flash-Lite,0.6093,20.196099999999998,0.03539999999999999,-0.07610000000000006,False,False,False
caco2,gem31pro,0.6173,0.6,8.6957,12.5,276,24,3,486,clean,clean,0.7072,0.3588,199.5,0.7506,15.079775,17.4,0.6173,0.6,13.986,7.5,286,40,3,486,clean,clean,0.7323,0.3405,345.5,1.1888,15.079775,17.4,Gemini 3.1 Pro,0.0,-5.0,0.0250999999999999,-0.018299999999999983,False,False,False
caco2,gem35flash,0.2058,0.2,14.1762,2.7027,261,37,1,486,clean,clean,0.5961,0.3935,0.0,0.0849,15.079775,17.4,0.4115,0.4,12.3188,5.8824,276,34,2,486,clean,clean,0.7237,0.34,478.0,1.2216,15.079775,17.4,Gemini 3.5 Flash,0.20569999999999997,3.1796999999999995,0.12760000000000005,-0.05349999999999999,False,False,False
caco2,gem36flash,1.4403,1.4,13.3333,19.4444,270,36,7,486,clean,clean,0.6399,0.4003,0.0,0.0412,15.079775,17.4,1.2346,1.2,14.2857,15.0,280,40,6,486,clean,clean,0.7218,0.33,405.0,1.0101,15.079775,17.4,Gemini 3.6 Flash,-0.2057,-4.444400000000002,0.08189999999999997,-0.07029999999999997,False,False,False
caco2,gem3flash,1.2346,1.2,15.3846,15.0,260,40,6,486,clean,clean,0.5548,0.45,0.0,0.0283,15.079775,17.4,0.6173,0.6,12.5954,9.0909,262,33,3,486,clean,clean,0.636,0.3908,782.5,0.628,15.079775,17.4,Gemini 3 Flash,-0.6173,-5.9091000000000005,0.08120000000000005,-0.05920000000000003,False,False,False
caco2,gpt41,0.2058,0.2,10.0559,5.5556,179,18,1,486,clean,clean,0.3805,0.7694,0.0,0.2215,15.079775,17.4,0.4115,0.4,8.8889,12.5,180,16,2,486,clean,clean,0.3944,0.7203,0.0,0.2217,15.079775,17.4,GPT-4.1,0.20569999999999997,6.9444,0.013899999999999968,-0.04909999999999992,False,False,False
caco2,gpt5,0.2058,0.2,10.4603,4.0,239,25,1,486,clean,clean,0.3519,0.5212,0.0,0.2358,15.079775,17.4,0.6173,0.6,10.2041,15.0,196,20,3,486,clean,clean,0.5819,0.5783,896.0,5.4567,15.079775,17.4,GPT-5,0.4115,11.0,0.22999999999999998,0.05710000000000004,False,False,False
caco2,gpt55,0.2058,0.2,11.3821,3.5714,246,28,1,486,clean,clean,0.3452,0.5225,0.0,0.3117,15.079775,17.4,1.6461,1.6,16.129,17.7778,279,45,8,486,clean,clean,0.6797,0.3764,516.0,4.7699,15.079775,17.4,GPT-5.5,1.4403,14.206399999999999,0.33449999999999996,-0.14609999999999995,False,False,False
caco2,grok43,0.4115,0.4,10.2151,10.5263,186,19,2,486,clean,clean,0.3098,0.74,0.0,0.1226,15.079775,17.4,0.0,0.0,14.5455,0.0,165,24,0,484,clean,clean,0.3965,0.7635,1746.5,2.5032,15.079775,17.4,Grok 4.3,-0.4115,-10.5263,0.0867,0.023499999999999965,False,False,False
caco2,grok45,1.0331,1.004,12.3596,15.1515,267,33,5,484,clean,clean,0.5942,0.4527,316.0,1.223,15.079775,17.4,0.6173,0.6,12.8302,8.8235,265,34,3,486,clean,clean,0.5766,0.4078,789.0,2.8732,15.079775,17.4,Grok 4.5,-0.41579999999999995,-6.328000000000001,-0.01759999999999995,-0.044899999999999995,False,False,False
caco2,haiku45,0.6173,0.6,9.2683,15.7895,205,19,3,486,clean,clean,0.0878,0.6595,0.0,0.1413,15.079775,17.4,0.0,0.0,3.7736,0.0,53,2,0,486,clean,clean,-0.0534,6.7142,473.5,1.7494,15.079775,17.4,Claude Haiku 4.5,-0.6173,-15.7895,-0.1412,6.0547,False,False,False
caco2,kimik3,1.0309,1.002,11.6279,20.0,215,25,5,485,clean,clean,0.277,0.5307,0.0,0.4619,15.079775,17.4,0.6173,0.6,11.8644,10.7143,236,28,3,486,clean,clean,0.6263,0.4956,341.0,6.6181,15.079775,17.4,Kimi K3,-0.41359999999999997,-9.2857,0.34929999999999994,-0.035099999999999965,False,False,False
caco2,llama4mav,0.0,0.0,6.0241,0.0,83,5,0,486,clean,clean,0.0337,4.1381,0.0,0.0225,15.079775,17.4,0.823,0.8,8.3333,44.4444,108,9,4,486,clean,clean,-0.0185,3.9327,0.0,0.0258,15.079775,17.4,Llama 4 Maverick,0.823,44.4444,-0.052199999999999996,-0.20539999999999958,False,False,False
caco2,luna,0.2058,0.2,12.7119,3.3333,236,30,1,486,clean,clean,0.2919,0.5252,0.0,0.0125,15.079775,17.4,0.6173,0.6,9.3897,15.0,213,20,3,486,clean,clean,0.6042,0.58,516.0,0.1091,15.079775,17.4,GPT-5.6 luna,0.4115,11.6667,0.31229999999999997,0.05479999999999996,False,False,False
caco2,minimaxm3,0.4132,0.4016,10.7438,7.6923,242,26,2,484,clean,clean,0.3759,0.47,0.0,0.9665,15.079775,17.4,1.2448,1.2097,14.5594,15.7895,261,38,6,482,clean,clean,0.5219,0.4004,3298.5,3.2607,15.079775,17.4,MiniMax M3,0.8315999999999999,8.0972,0.14600000000000002,-0.0696,False,False,False
caco2,mistrall,0.2058,0.2,9.633,4.7619,218,21,1,486,clean,clean,0.0411,0.5797,0.0,0.03,15.079775,17.4,0.0,0.0,8.6957,0.0,230,20,0,486,clean,clean,0.1238,0.55,0.0,0.0284,15.079775,17.4,Mistral Large 2512,-0.2058,-4.7619,0.0827,-0.02969999999999995,False,False,False
caco2,opus5,1.4403,1.4,14.8438,18.4211,256,38,7,486,clean,clean,0.6819,0.401,0.0,0.8165,15.079775,17.4,1.8519,1.8,15.6364,20.9302,275,43,9,486,clean,clean,0.7245,0.38,52.0,2.0047,15.079775,17.4,Claude Opus 5,0.4116000000000002,2.5091,0.04260000000000008,-0.02100000000000002,False,False,False
caco2,qwen3,0.4115,0.4,8.5106,12.5,188,16,2,486,clean,clean,-0.0616,0.66,0.0,0.0134,15.079775,17.4,0.6173,0.6,10.5,14.2857,200,21,3,486,clean,clean,0.0474,0.6198,0.0,0.0164,15.079775,17.4,Qwen3-235B,0.20579999999999998,1.7857000000000003,0.109,-0.040200000000000014,False,False,False
caco2,sol,0.2058,0.2,8.1633,5.0,245,20,1,486,clean,clean,0.554,0.4582,0.0,0.1207,15.079775,17.4,0.2058,0.2,10.9848,3.4483,264,29,1,486,clean,clean,0.7102,0.4203,459.5,4.181,15.079775,17.4,GPT-5.6 sol,0.0,-1.5516999999999999,0.1562,-0.03789999999999999,False,False,False
caco2,sonnet5,1.0288,1.0,12.7341,14.7059,267,34,5,486,clean,clean,0.5541,0.39,0.0,0.3266,15.079775,17.4,0.823,0.8,11.7188,13.3333,256,30,4,486,clean,clean,0.5209,0.41,0.0,0.3297,15.079775,17.4,Claude Sonnet 5,-0.20579999999999998,-1.3726000000000003,-0.03320000000000001,0.019999999999999962,False,False,False
caco2,terra,0.6173,0.6,13.3065,9.0909,248,33,3,486,clean,clean,0.4917,0.47,0.0,0.1247,15.079775,17.4,0.2058,0.2,14.786,2.6316,257,38,1,486,clean,clean,0.6259,0.43,763.0,1.2532,15.079775,17.4,GPT-5.6 terra,-0.4115,-6.459299999999999,0.13419999999999999,-0.03999999999999998,False,False,False
esol,gem25pro,0.5025,0.4,12.5,9.5238,168,21,2,398,clean,clean,0.9213,0.5,797.0,2.1104,11.457471,11.146591,0.7614,0.6061,12.6437,13.6364,174,22,3,394,clean,clean,0.9111,0.476,703.0,1.7903,11.457471,11.146591,Gemini 2.5 Pro,0.2589,4.1126000000000005,-0.010199999999999987,-0.02400000000000002,False,False,False
esol,gem31flashlite,0.2513,0.2,9.8039,6.6667,153,15,1,398,clean,clean,0.8842,0.58,0.0,0.011,11.457471,11.146591,0.2513,0.2,12.5,4.0,200,25,1,398,clean,clean,0.9425,0.45,574.5,0.2373,11.457471,11.146591,Gemini 3.1 Flash-Lite,0.0,-2.6666999999999996,0.05830000000000002,-0.12999999999999995,False,False,False
esol,gem31pro,8.2915,6.6,36.2319,33.0,276,100,33,398,partial,contaminated,0.9643,0.2,334.0,1.1717,11.457471,11.146591,13.3166,10.6,45.6204,42.4,274,125,53,398,heavy,contaminated,0.9652,0.15,617.0,2.1059,11.457471,11.146591,Gemini 3.1 Pro,5.0251,9.399999999999999,0.0008999999999999009,-0.05000000000000002,True,True,False
esol,gem35flash,1.005,0.8,15.0,13.3333,200,30,4,398,clean,clean,0.9303,0.4215,0.0,0.0663,11.457471,11.146591,12.8141,10.2,37.5862,46.789,290,109,51,398,heavy,contaminated,0.9688,0.127,480.5,1.2527,11.457471,11.146591,Gemini 3.5 Flash,11.8091,33.4557,0.03849999999999998,-0.2945,False,True,True
esol,gem36flash,0.5025,0.4,14.0704,7.1429,199,28,2,398,clean,clean,0.9369,0.4,0.0,0.0636,11.457471,11.146591,5.0251,4.0,25.8197,31.746,244,63,20,398,partial,contaminated,0.9644,0.278,391.0,1.0653,11.457471,11.146591,Gemini 3.6 Flash,4.522600000000001,24.603099999999998,0.02750000000000008,-0.122,False,True,True
esol,gem3flash,1.7588,1.4,13.8462,25.9259,195,27,7,398,clean,clean,0.932,0.4105,0.0,0.0221,11.457471,11.146591,5.2764,4.2,20.4724,40.3846,254,52,21,398,partial,contaminated,0.9578,0.23,606.0,0.4883,11.457471,11.146591,Gemini 3 Flash,3.5176,14.4587,0.025799999999999934,-0.18049999999999997,False,True,True
esol,gpt41,0.0,0.0,12.2807,0.0,114,14,0,398,clean,clean,0.8235,0.7635,0.0,0.1796,11.457471,11.146591,1.005,0.8,12.1495,30.7692,107,13,4,398,clean,clean,0.8198,0.78,0.0,0.1796,11.457471,11.146591,GPT-4.1,1.005,30.7692,-0.0037000000000000366,0.01650000000000007,False,False,False
esol,gpt5,0.7538,0.6,14.2857,16.6667,126,18,3,398,clean,clean,0.8121,0.72,0.0,0.2092,11.457471,11.146591,4.0302,3.2064,26.087,38.0952,161,42,16,397,partial,contaminated,0.9092,0.53,960.0,5.541,11.457471,11.146591,GPT-5,3.2763999999999998,21.4285,0.09709999999999996,-0.18999999999999995,False,True,True
esol,gpt55,3.2663,2.6,18.0791,40.625,177,32,13,398,partial,contaminated,0.9228,0.5035,0.0,0.2581,11.457471,11.146591,14.0704,11.2,43.2836,48.2759,268,116,56,398,heavy,contaminated,0.9666,0.16,516.0,6.028,11.457471,11.146591,GPT-5.5,10.804099999999998,7.6509,0.04380000000000006,-0.3434999999999999,True,True,False
esol,grok43,1.5075,1.2,13.6364,33.3333,132,18,6,398,clean,clean,0.8639,0.68,0.0,0.0916,11.457471,11.146591,7.5377,6.0,30.2083,51.7241,192,58,30,398,partial,contaminated,0.6748,0.455,1791.0,2.7536,11.457471,11.146591,Grok 4.3,6.0302,18.3908,-0.18910000000000005,-0.22500000000000003,False,True,True
esol,grok45,13.3501,10.6212,33.4601,60.2273,263,88,53,397,heavy,contaminated,0.9637,0.24,277.5,1.1443,11.457471,11.146591,13.3501,10.6212,34.0824,58.2418,267,91,53,397,heavy,contaminated,0.9638,0.24,681.0,3.3786,11.457471,11.146591,Grok 4.5,0.0,-1.9855000000000018,9.999999999998899e-05,0.0,True,True,False
esol,haiku45,0.7538,0.6012,10.084,25.0,119,12,3,398,clean,clean,0.7758,0.72,0.0,0.1591,11.457471,11.146591,0.5291,0.4237,13.0435,16.6667,92,12,2,378,clean,clean,0.5224,0.885,407.0,1.4771,11.457471,11.146591,Claude Haiku 4.5,-0.2247,-8.333300000000001,-0.25340000000000007,0.16500000000000004,False,False,False
esol,kimik3,0.7538,0.6,9.1503,21.4286,153,14,3,398,clean,clean,0.884,0.5725,0.0,0.4443,11.457471,11.146591,7.5567,6.0241,34.5679,35.7143,243,84,30,397,partial,contaminated,0.957,0.262,380.0,7.7571,11.457471,11.146591,Kimi K3,6.8029,14.285700000000002,0.07299999999999995,-0.3105,False,True,True
esol,llama4mav,1.005,0.8,11.9718,23.5294,142,17,4,398,clean,clean,0.8534,0.64,0.0,0.0195,11.457471,11.146591,1.005,0.8,11.6788,25.0,137,16,4,398,clean,clean,0.8553,0.6415,0.0,0.0194,11.457471,11.146591,Llama 4 Maverick,0.0,1.470600000000001,0.0018999999999999018,0.0014999999999999458,False,False,False
esol,luna,0.5025,0.4,13.9073,9.5238,151,21,2,398,clean,clean,0.8542,0.53,0.0,0.0052,11.457471,11.146591,4.7739,3.8,24.3386,41.3043,189,46,19,398,partial,contaminated,0.922,0.52,1034.0,0.7903,11.457471,11.146591,GPT-5.6 luna,4.2714,31.780499999999996,0.06780000000000008,-0.010000000000000009,False,True,True
esol,minimaxm3,0.7576,0.6024,15.8537,11.5385,164,26,3,396,clean,clean,0.883,0.56,0.0,1.0963,11.457471,11.146591,4.3928,3.4836,21.0227,45.9459,176,37,17,387,partial,contaminated,0.9003,0.45,3297.0,4.5758,11.457471,11.146591,MiniMax M3,3.6352,34.4074,0.017299999999999982,-0.11000000000000004,False,True,True
esol,mistrall,1.005,0.8,13.2353,22.2222,136,18,4,398,clean,clean,0.8096,0.74,0.0,0.0215,11.457471,11.146591,1.005,0.8,12.782,23.5294,133,17,4,398,clean,clean,0.7929,0.7595,0.0,0.0211,11.457471,11.146591,Mistral Large 2512,0.0,1.3071999999999981,-0.016699999999999937,0.019499999999999962,False,False,False
esol,opus5,27.1357,21.6,53.937,78.8321,254,137,108,398,heavy,contaminated,0.9594,0.18,0.0,0.6302,11.457471,11.146591,62.0603,49.4,80.597,91.4815,335,270,247,398,heavy,contaminated,0.9823,0.0,61.0,2.9102,11.457471,11.146591,Claude Opus 5,34.9246,12.6494,0.02289999999999992,-0.18,True,True,False
esol,qwen3,0.5025,0.4,7.7586,22.2222,116,9,2,398,clean,clean,0.7653,0.8965,0.0,0.0134,11.457471,11.146591,0.0,0.0,8.1818,0.0,110,9,0,398,clean,clean,0.7342,0.895,0.0,0.0131,11.457471,11.146591,Qwen3-235B,-0.5025,-22.2222,-0.031100000000000017,-0.0014999999999999458,False,False,False
esol,sol,1.7632,1.4028,16.0494,26.9231,162,26,7,397,clean,clean,0.8576,0.56,0.0,0.2587,11.457471,11.146591,12.3116,9.8,33.75,60.4938,240,81,49,398,heavy,contaminated,0.9418,0.24,995.0,7.6383,11.457471,11.146591,GPT-5.6 sol,10.5484,33.5707,0.08419999999999994,-0.32000000000000006,False,True,True
esol,sonnet5,2.0101,1.6,16.1616,25.0,198,32,8,398,clean,clean,0.9385,0.414,0.0,0.2521,11.457471,11.146591,2.2613,1.8,11.8227,37.5,203,24,9,398,trace,contaminated,0.9393,0.4,0.0,0.5035,11.457471,11.146591,Claude Sonnet 5,0.25119999999999987,12.5,0.0008000000000000229,-0.013999999999999957,False,True,True
esol,terra,0.5025,0.4,13.7931,10.0,145,20,2,398,clean,clean,0.8738,0.662,0.0,0.0517,11.457471,11.146591,5.7789,4.6092,26.2009,38.3333,229,60,23,398,partial,contaminated,0.9285,0.351,1396.0,2.6577,11.457471,11.146591,GPT-5.6 terra,5.276400000000001,28.3333,0.05469999999999997,-0.31100000000000005,False,True,True
freesolv,gem25pro,0.7812,0.6,14.6154,15.7895,130,19,3,384,clean,clean,0.9157,0.79,897.5,2.2975,10.660569,14.033597,0.5222,0.4008,15.7895,11.1111,114,18,2,383,clean,clean,0.9146,0.88,731.0,1.895,10.660569,14.033597,Gemini 2.5 Pro,-0.259,-4.6784,-0.0010999999999999899,0.08999999999999997,False,False,False
freesolv,gem31flashlite,0.2604,0.2,11.9266,7.6923,109,13,1,384,clean,clean,0.8936,0.94,0.0,0.0107,10.660569,14.033597,0.2604,0.2,12.0,6.6667,125,15,1,384,clean,clean,0.8978,0.77,475.5,0.2076,10.660569,14.033597,Gemini 3.1 Flash-Lite,0.0,-1.0256000000000007,0.0042000000000000925,-0.16999999999999993,False,False,False
freesolv,gem31pro,2.6042,2.0,20.6522,26.3158,184,38,10,384,partial,contaminated,0.9544,0.5,266.0,0.9538,10.660569,14.033597,2.3438,1.8,18.7845,26.4706,181,34,9,384,partial,contaminated,0.9584,0.53,456.0,1.6705,10.660569,14.033597,Gemini 3.1 Pro,-0.2604000000000002,0.1548000000000016,0.0040000000000000036,0.030000000000000027,True,True,False
freesolv,gem35flash,2.8646,2.2,24.026,29.7297,154,37,11,384,partial,contaminated,0.9322,0.61,0.0,0.0646,10.660569,14.033597,3.9062,3.0,23.2673,31.9149,202,47,15,384,partial,contaminated,0.9661,0.41,588.5,1.5484,10.660569,14.033597,Gemini 3.5 Flash,1.0416000000000003,2.1851999999999983,0.03389999999999993,-0.2,True,True,False
freesolv,gem36flash,1.5625,1.2,19.7368,20.0,152,30,6,384,partial,contaminated,0.9062,0.69,0.0,0.062,10.660569,14.033597,2.611,2.004,22.3301,21.7391,206,46,10,383,partial,contaminated,0.9679,0.39,376.0,1.0383,10.660569,14.033597,Gemini 3.6 Flash,1.0485000000000002,1.7391000000000005,0.06169999999999998,-0.29999999999999993,True,True,False
freesolv,gem3flash,3.125,2.4,23.871,32.4324,155,37,12,384,partial,contaminated,0.9523,0.56,0.0,0.0216,10.660569,14.033597,4.1667,3.2,22.7907,32.6531,215,49,16,384,partial,contaminated,0.9575,0.38,555.0,0.4665,10.660569,14.033597,Gemini 3 Flash,1.0416999999999996,0.22070000000000078,0.005199999999999982,-0.18000000000000005,True,True,False
freesolv,gpt41,0.7812,0.6,14.4737,27.2727,76,11,3,384,clean,clean,0.777,1.36,0.0,0.1695,10.660569,14.033597,0.5208,0.4,8.8889,25.0,90,8,2,384,clean,clean,0.7715,1.355,0.0,0.1694,10.660569,14.033597,GPT-4.1,-0.26039999999999996,-2.2727000000000004,-0.00550000000000006,-0.0050000000000001155,False,False,False
freesolv,gpt5,0.5208,0.4,13.8889,20.0,72,10,2,384,clean,clean,0.652,1.6,0.0,0.203,10.660569,14.033597,0.7812,0.6,13.6986,30.0,73,10,3,384,clean,clean,0.7563,1.8235,768.0,4.4117,10.660569,14.033597,GPT-5,0.26039999999999996,10.0,0.10429999999999995,0.2234999999999998,False,False,False
