dataset,tag,hit3_lo,hit3_all_lo,R12_lo,R23_lo,m1_lo,m2_lo,m3_lo,n_usable_lo,regime_lo,verdict_lo,spearman_lo,medae_lo,think_lo,cost_lo,floor_R12_lo,floor_R23_lo,hit3_hi,hit3_all_hi,R12_hi,R23_hi,m1_hi,m2_hi,m3_hi,n_usable_hi,regime_hi,verdict_hi,spearman_hi,medae_hi,think_hi,cost_hi,floor_R12_hi,floor_R23_hi,model,d_hit3,d_R23,d_rho,d_medae,flag_lo,flag_hi,crossed
ppbr,sol,2.6639,2.6,21.8884,25.4902,233,51,13,488,clean,clean,0.5528,3.8,0.0,0.1083,20.231692,25.38015,1.2295,1.2,23.4568,10.5263,243,57,6,488,clean,clean,0.6049,3.76,373.0,3.6827,20.231692,25.38015,GPT-5.6 sol,-1.4344,-14.9639,0.052100000000000035,-0.040000000000000036,False,False,False
ppbr,sonnet5,0.6148,0.6,15.9483,8.1081,232,37,3,488,clean,clean,0.464,4.445,0.0,0.2976,20.231692,25.38015,0.6148,0.6,17.8571,7.5,224,40,3,488,clean,clean,0.5152,4.695,0.0,0.6258,20.231692,25.38015,Claude Sonnet 5,0.0,-0.6081000000000003,0.05119999999999997,0.25,False,False,False
ppbr,terra,1.0246,1.0,23.8494,8.7719,239,57,5,488,clean,clean,0.4453,3.64,0.0,0.1118,20.231692,25.38015,1.4344,1.4,19.3133,15.5556,233,45,7,488,clean,clean,0.5486,4.1,790.0,1.3455,20.231692,25.38015,GPT-5.6 terra,0.40979999999999994,6.7837,0.1033,0.4599999999999995,False,False,False
qm7,gem25pro,1.0,1.0,21.9814,7.0423,323,71,5,500,clean,clean,0.4365,153.96,1107.5,2.8234,32.594353,15.866618,1.8,1.8,24.9275,10.4651,345,86,9,500,clean,clean,0.5536,138.26,820.0,2.0917,32.594353,15.866618,Gemini 2.5 Pro,0.8,3.4227999999999996,0.11709999999999998,-15.700000000000017,False,False,False
qm7,gem31flashlite,0.2105,0.2105,15.9091,14.2857,44,7,1,475,clean,clean,-0.1232,2859.06,0.0,0.009,32.594353,15.866618,0.0,0.0,0.0,,3,0,0,500,no-signal,no-signal,-0.2656,3028.085,1001.0,0.3946,32.594353,15.866618,Gemini 3.1 Flash-Lite,-0.2105,,-0.1424,169.0250000000001,False,False,False
qm7,gem31pro,1.6,1.6,30.2469,8.1633,324,98,8,500,clean,clean,0.4402,99.61,756.5,2.5213,32.594353,15.866618,1.4,1.4,26.5918,9.8592,267,71,7,500,clean,clean,0.2588,100.73,1811.5,6.2285,32.594353,15.866618,Gemini 3.1 Pro,-0.20000000000000018,1.6959,-0.1814,1.1200000000000045,False,False,False
qm7,gem35flash,0.0,0.0,7.1429,0.0,14,1,0,500,no-signal,no-signal,-0.688,2888.045,0.0,0.0569,32.594353,15.866618,0.0,0.0,15.625,0.0,32,5,0,500,clean,clean,-0.5867,2947.66,1610.0,3.845,32.594353,15.866618,Gemini 3.5 Flash,0.0,0.0,0.10129999999999995,59.61499999999978,False,False,False
qm7,gem36flash,0.0,0.0,0.0,,1,0,0,500,no-signal,no-signal,-0.656,2880.88,0.0,0.0546,32.594353,15.866618,0.2,0.2,38.0952,12.5,21,8,1,500,clean,clean,-0.713,3028.03,1100.0,2.7702,32.594353,15.866618,Gemini 3.6 Flash,0.2,,-0.05699999999999994,147.1500000000001,False,False,False
qm7,gem3flash,0.0,0.0,,,0,0,0,500,no-signal,no-signal,-0.7259,2785.45,0.0,0.0189,32.594353,15.866618,0.0,0.0,,,0,0,0,500,no-signal,no-signal,-0.6738,2836.58,1053.0,0.8154,32.594353,15.866618,Gemini 3 Flash,0.0,,0.052100000000000035,51.13000000000011,False,False,False
qm7,gpt41,0.0,0.0,,,0,0,0,500,no-signal,no-signal,-0.0597,1994.24,0.0,0.1448,32.594353,15.866618,0.0,0.0,,,0,0,0,500,no-signal,no-signal,-0.065,1987.885,0.0,0.1448,32.594353,15.866618,GPT-4.1,0.0,,-0.005299999999999999,-6.355000000000018,False,False,False
qm7,gpt5,0.0,0.0,0.0,,3,0,0,493,no-signal,no-signal,-0.186,2248.68,0.0,0.1894,32.594353,15.866618,0.0,0.0,60.0,0.0,5,3,0,489,no-signal,no-signal,-0.364,2892.82,1664.0,8.8097,32.594353,15.866618,GPT-5,0.0,,-0.178,644.1400000000003,False,False,False
qm7,gpt55,0.0,0.0,,,0,0,0,500,no-signal,no-signal,-0.3538,3088.36,0.0,0.2129,32.594353,15.866618,0.0,0.0,20.0,0.0,5,1,0,500,no-signal,no-signal,-0.8456,3078.58,995.5,7.4038,32.594353,15.866618,GPT-5.5,0.0,,-0.4918,-9.7800000000002,False,False,False
qm7,grok43,0.4,0.4,20.1258,6.25,159,32,2,500,clean,clean,0.1751,437.23,0.0,0.0748,32.594353,15.866618,1.6,1.6,26.4706,12.6984,238,63,8,500,clean,clean,0.2333,277.7,4020.5,5.4248,32.594353,15.866618,Grok 4.3,1.2000000000000002,6.4483999999999995,0.0582,-159.53000000000003,False,False,False
qm7,grok45,2.0,2.0,24.0793,11.7647,353,85,10,500,clean,clean,0.5559,130.695,663.5,2.3602,32.594353,15.866618,2.8283,2.8283,29.8795,11.2903,415,124,14,495,clean,clean,0.7982,74.95,2568.0,9.3133,32.594353,15.866618,Grok 4.5,0.8283,-0.47439999999999927,0.24230000000000007,-55.74499999999999,False,False,False
qm7,haiku45,0.0,0.0,,,0,0,0,500,no-signal,no-signal,-0.1495,2004.305,0.0,0.358,32.594353,15.866618,0.0,0.0,,,0,0,0,500,no-signal,no-signal,-0.1014,1989.5,438.5,1.7701,32.594353,15.866618,Claude Haiku 4.5,0.0,,0.04809999999999999,-14.805000000000064,False,False,False
qm7,kimik3,0.4008,0.4008,15.7895,7.4074,171,27,2,499,clean,clean,0.007,373.7862,0.0,0.7091,32.594353,15.866618,2.2358,2.2358,37.0558,15.0685,197,73,11,492,clean,clean,0.0111,655.105,1280.0,22.3522,32.594353,15.866618,Kimi K3,1.8349999999999997,7.6611,0.0041,281.3188,False,False,False
qm7,llama4mav,0.0,0.0,50.0,0.0,2,1,0,499,no-signal,no-signal,-0.0312,3596.53,0.0,0.1233,32.594353,15.866618,0.0,0.0,0.0,,2,0,0,498,no-signal,no-signal,-0.0797,3563.61,0.0,0.1365,32.594353,15.866618,Llama 4 Maverick,0.0,,-0.048499999999999995,-32.92000000000007,False,False,False
qm7,luna,0.0,0.0,0.0,,1,0,0,500,no-signal,no-signal,-0.1638,2741.975,0.0,0.0048,32.594353,15.866618,0.0,0.0,,,0,0,0,500,no-signal,no-signal,-0.836,3059.305,1626.0,0.253,32.594353,15.866618,GPT-5.6 luna,0.0,,-0.6721999999999999,317.3299999999999,False,False,False
qm7,minimaxm3,0.0,0.0,18.5714,0.0,70,13,0,484,clean,clean,-0.0122,918.115,0.0,5.8361,32.594353,15.866618,0.2096,0.2096,31.0345,11.1111,29,9,1,477,clean,clean,-0.6385,3007.23,10092.5,15.1327,32.594353,15.866618,MiniMax M3,0.2096,11.1111,-0.6263,2089.115,False,False,False
qm7,mistrall,0.0,0.0,0.0,,2,0,0,500,no-signal,no-signal,-0.3745,5429.115,0.0,0.0197,32.594353,15.866618,0.0,0.0,50.0,0.0,2,1,0,500,no-signal,no-signal,-0.402,5406.95,0.0,0.0196,32.594353,15.866618,Mistral Large 2512,0.0,,-0.027500000000000024,-22.164999999999964,False,False,False
qm7,opus5,5.0,5.0,36.7052,19.685,346,127,25,500,clean,clean,0.6027,113.52,0.0,3.2602,32.594353,15.866618,16.2325,16.2325,66.0793,27.0,454,300,81,499,heavy,contaminated,0.8245,17.51,499.0,30.7738,32.594353,15.866618,Claude Opus 5,11.232500000000002,7.315000000000001,0.2218,-96.00999999999999,False,True,True
qm7,qwen3,0.0,0.0,0.0,,4,0,0,500,no-signal,no-signal,0.0961,1477.335,0.0,0.012,32.594353,15.866618,0.0,0.0,30.7692,0.0,13,4,0,500,no-signal,no-signal,0.1168,1387.57,0.0,0.0112,32.594353,15.866618,Qwen3-235B,0.0,,0.020699999999999996,-89.7650000000001,False,False,False
qm7,sol,0.0,0.0,20.8333,0.0,24,5,0,500,clean,clean,-0.5248,2990.39,0.0,0.2137,32.594353,15.866618,7.0,7.0,62.5397,17.7665,315,197,35,500,partial,contaminated,0.383,55.415,1366.5,10.5508,32.594353,15.866618,GPT-5.6 sol,7.0,17.7665,0.9078,-2934.975,False,True,True
qm7,sonnet5,0.6,0.6,24.5353,4.5455,269,66,3,500,clean,clean,0.055,221.63,0.0,0.2162,32.594353,15.866618,1.4,1.4,22.8814,12.963,236,54,7,500,clean,clean,0.0904,280.595,0.0,4.5347,32.594353,15.866618,Claude Sonnet 5,0.7999999999999999,8.4175,0.035399999999999994,58.96500000000003,False,False,False
qm7,terra,0.2,0.2,6.6667,25.0,60,4,1,500,clean,clean,-0.0358,2327.575,0.0,0.0445,32.594353,15.866618,1.0,1.0,53.2258,7.5758,124,66,5,500,partial,contaminated,-0.3506,2832.49,2279.5,3.4932,32.594353,15.866618,GPT-5.6 terra,0.8,-17.4242,-0.3148,504.91499999999996,False,True,True
qm8,gem25pro,1.8,1.8,18.8755,19.1489,249,47,9,500,clean,clean,0.583,0.038,1116.5,2.8669,23.254475,12.06398,1.4,1.4,15.7025,18.4211,242,38,7,500,clean,clean,0.6005,0.0405,838.5,2.1754,23.254475,12.06398,Gemini 2.5 Pro,-0.40000000000000013,-0.727800000000002,0.01750000000000007,0.0025000000000000022,False,False,False
qm8,gem31flashlite,0.8,0.8,13.8191,7.2727,398,55,4,500,clean,clean,0.7874,0.0265,0.0,0.0124,23.254475,12.06398,0.6,0.6,10.2493,8.1081,361,37,3,500,clean,clean,0.762,0.0267,937.0,0.37,23.254475,12.06398,Gemini 3.1 Flash-Lite,-0.20000000000000007,0.8353999999999999,-0.025399999999999978,0.00020000000000000226,False,False,False
qm8,gem31pro,1.0,1.0,24.8139,5.0,403,100,5,500,clean,clean,0.862,0.0137,245.0,0.9016,23.254475,12.06398,1.6,1.6,25.122,7.767,410,103,8,500,clean,clean,0.8877,0.0111,426.5,1.5379,23.254475,12.06398,Gemini 3.1 Pro,0.6000000000000001,2.7670000000000003,0.025700000000000056,-0.0026,False,False,False
qm8,gem35flash,2.4,2.4,21.8579,15.0,366,80,12,500,clean,clean,0.7826,0.0186,0.0,0.0744,23.254475,12.06398,2.4,2.4,28.2297,10.1695,418,118,12,500,partial,contaminated,0.8824,0.0119,678.0,1.7889,23.254475,12.06398,Gemini 3.5 Flash,0.0,-4.830500000000001,0.0998,-0.006699999999999998,False,True,True
qm8,gem36flash,2.0,2.0,21.6931,12.1951,378,82,10,500,clean,clean,0.8171,0.0164,0.0,0.0718,23.254475,12.06398,1.4,1.4,25.0,7.2165,388,97,7,500,clean,clean,0.8913,0.0119,499.5,1.2514,23.254475,12.06398,Gemini 3.6 Flash,-0.6000000000000001,-4.9786,0.07419999999999993,-0.0045000000000000005,False,False,False
qm8,gem3flash,1.4,1.4,19.3717,9.4595,382,74,7,500,clean,clean,0.7514,0.0186,0.0,0.0248,23.254475,12.06398,2.2,2.2,24.0506,11.5789,395,95,11,500,clean,clean,0.8439,0.0121,947.5,0.765,23.254475,12.06398,Gemini 3 Flash,0.8000000000000003,2.1194000000000006,0.09250000000000003,-0.006499999999999999,False,False,False
qm8,gpt41,1.2,1.2,21.3793,9.6774,290,62,6,500,clean,clean,0.3237,0.0286,0.0,0.1976,23.254475,12.06398,0.6,0.6,20.7031,5.6604,256,53,3,500,clean,clean,0.2354,0.0306,0.0,0.1976,23.254475,12.06398,GPT-4.1,-0.6,-4.017,-0.08829999999999999,0.0019999999999999983,False,False,False
qm8,gpt5,0.6,0.6,12.7517,7.8947,298,38,3,500,clean,clean,0.2843,0.0354,0.0,0.2179,23.254475,12.06398,0.6036,0.6036,17.1821,6.0,291,50,3,497,clean,clean,0.5416,0.0256,704.0,4.2917,23.254475,12.06398,GPT-5,0.0036000000000000476,-1.8947000000000003,0.2573,-0.0098,False,False,False
qm8,gpt55,1.0,1.0,11.1111,14.2857,315,35,5,500,clean,clean,0.6519,0.0309,0.0,0.2783,23.254475,12.06398,1.6,1.6,20.0,10.2564,390,78,8,500,clean,clean,0.8584,0.0162,516.0,4.1172,23.254475,12.06398,GPT-5.5,0.6000000000000001,-4.029300000000001,0.20650000000000002,-0.014700000000000001,False,False,False
qm8,grok43,0.4,0.4,11.194,6.6667,268,30,2,500,clean,clean,0.2317,0.0402,0.0,0.1084,23.254475,12.06398,0.6,0.6,15.8621,13.0435,145,23,3,500,clean,clean,0.1228,0.7546,2371.5,3.4408,23.254475,12.06398,Grok 4.3,0.19999999999999996,6.3768,-0.10889999999999998,0.7144,False,False,False
qm8,grok45,1.4,1.4,10.9145,18.9189,339,37,7,500,clean,clean,0.5548,0.0257,330.0,1.23,23.254475,12.06398,2.008,2.008,12.5356,22.7273,351,44,10,498,clean,clean,0.6609,0.022,977.0,3.642,23.254475,12.06398,Grok 4.5,0.6080000000000001,3.808399999999999,0.10610000000000008,-0.003700000000000002,False,False,False
qm8,haiku45,0.4,0.4,8.8542,11.7647,192,17,2,500,clean,clean,-0.2032,0.0512,0.0,0.1283,23.254475,12.06398,0.2,0.2,13.5417,7.6923,96,13,1,500,clean,clean,0.0146,1.7344,448.0,1.8247,23.254475,12.06398,Claude Haiku 4.5,-0.2,-4.072399999999999,0.2178,1.6832,False,False,False
qm8,kimik3,0.6,0.6,10.9541,9.6774,283,31,3,500,clean,clean,0.1671,0.0446,0.0,0.5329,23.254475,12.06398,1.4085,1.4085,18.3432,11.2903,338,62,7,497,clean,clean,0.8369,0.0203,379.0,9.0238,23.254475,12.06398,Kimi K3,0.8085000000000001,1.6128999999999998,0.6698,-0.024300000000000002,False,False,False
qm8,llama4mav,1.4,1.4,13.2203,17.9487,295,39,7,500,clean,clean,0.2401,0.0318,0.0,0.0216,23.254475,12.06398,1.4,1.4,8.7542,26.9231,297,26,7,500,clean,clean,0.216,0.0338,0.0,0.0218,23.254475,12.06398,Llama 4 Maverick,0.0,8.974400000000003,-0.02410000000000001,0.001999999999999995,False,False,False
qm8,luna,1.0,1.0,12.5786,12.5,318,40,5,500,clean,clean,0.5642,0.0362,0.0,0.0056,23.254475,12.06398,1.0,1.0,18.883,7.0423,376,71,5,500,clean,clean,0.8452,0.0175,516.0,0.5391,23.254475,12.06398,GPT-5.6 luna,0.0,-5.4577,0.2809999999999999,-0.0187,False,False,False
qm8,minimaxm3,0.8048,0.8048,13.4454,12.5,238,32,4,497,clean,clean,0.4699,0.046,0.0,2.1596,23.254475,12.06398,0.6135,0.6135,15.8249,6.383,297,47,3,489,clean,clean,0.7245,0.0257,7586.0,8.5285,23.254475,12.06398,MiniMax M3,-0.19129999999999991,-6.117,0.25460000000000005,-0.0203,False,False,False
qm8,mistrall,0.0,0.0,16.9811,0.0,53,9,0,500,clean,clean,0.3063,0.091,0.0,0.0249,23.254475,12.06398,0.2,0.2,19.5652,11.1111,46,9,1,500,clean,clean,0.2612,0.0932,0.0,0.0256,23.254475,12.06398,Mistral Large 2512,0.2,11.1111,-0.04510000000000003,0.0022000000000000075,False,False,False
qm8,opus5,2.0,2.0,16.4456,16.129,377,62,10,500,clean,clean,0.7982,0.0202,0.0,0.6786,23.254475,12.06398,2.0,2.0,28.9538,8.4034,411,119,10,500,partial,contaminated,0.8866,0.0104,68.0,2.5262,23.254475,12.06398,Claude Opus 5,0.0,-7.725600000000002,0.08840000000000003,-0.0098,False,True,True
qm8,qwen3,0.0,0.0,10.0,0.0,60,6,0,500,clean,clean,-0.0744,0.0993,0.0,0.0148,23.254475,12.06398,0.0,0.0,12.069,0.0,58,7,0,500,clean,clean,-0.0687,0.0978,0.0,0.0147,23.254475,12.06398,Qwen3-235B,0.0,0.0,0.005699999999999997,-0.0015000000000000013,False,False,False
qm8,sol,1.6129,1.6129,12.8686,16.6667,373,48,8,496,clean,clean,0.7576,0.0257,0.0,0.2761,23.254475,12.06398,0.6,0.6,17.4286,4.918,350,61,3,500,clean,clean,0.8765,0.0209,436.0,3.7958,23.254475,12.06398,GPT-5.6 sol,-1.0129000000000001,-11.7487,0.1188999999999999,-0.004800000000000002,False,False,False
qm8,sonnet5,1.0,1.0,17.6692,10.6383,266,47,5,500,clean,clean,0.7138,0.0293,0.0,0.2715,23.254475,12.06398,1.6,1.6,14.4,22.2222,250,36,8,500,clean,clean,0.6904,0.0291,0.0,0.2715,23.254475,12.06398,Claude Sonnet 5,0.6000000000000001,11.583900000000002,-0.023399999999999976,-0.0001999999999999988,False,False,False
qm8,terra,1.6,1.6,12.6888,19.0476,331,42,8,500,clean,clean,0.5839,0.0312,0.0,0.0564,23.254475,12.06398,1.2,1.2,20.9068,7.2289,397,83,6,500,clean,clean,0.8532,0.0161,772.0,1.5085,23.254475,12.06398,GPT-5.6 terra,-0.40000000000000013,-11.8187,0.2693,-0.015099999999999999,False,False,False
