dataset,dataset_name,ds_class,model,tag,vendor,arm,blocks,n_call,n_queried,trunc,reasoning,cost,think,n_pred,n_usable,n_mol,level,n_bins,mp_chance_hit,mp_p_hit,mp_chance_deep,mp_p_deep,rs_chance_hit,rs_p_hit,rs_chance_deep,rs_p_deep,rs_chance_hit3,rs_p_hit3,rs_chance_R23,rs_p_R23,pearson,spearman,rmse,medae,m1,m2,m3,h1,h2,h3,hit,hit_stat,deep,deep_stat,hit3,hit3_all,R12,R23,chance_hit,p_hit,chance_deep,p_deep,mb_chance_hit,mb_p_hit,mb_chance_deep,mb_p_deep,hit_lo,hit_hi,deep_lo,deep_hi,chance_hit3,p_hit3,chance_R12,p_R12,chance_R23,p_R23,mb_chance_hit3,mb_p_hit3,mb_chance_R12,mb_p_R12,mb_chance_R23,mb_p_R23,q_hit_joint,q_deep_joint,decided_at,q_hit_used,q_deep_used,regime,excess
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Gemini 3 Flash,gem3flash,Google,reg,1,500,500,0.0,none,0.0245,0.0,500,458,458,3,20,0.3904,0.2629,11.2284,0.2634,0.651,0.5877,16.6789,0.4843,0.651,0.5877,16.6789,0.4843,0.5247,0.4502,1.1686,0.7,155,18,3,155,21,3,0.655,hit3,16.6667,R23,0.655,0.6,11.6129,16.6667,0.2394,0.0975,10.113,0.2524,0.3689,0.2364,10.5903,0.2239,0.0,1.5284,0.0,36.3636,0.2394,0.0975,9.6655,0.2414,10.113,0.2524,0.3689,0.2364,10.3844,0.2549,10.5903,0.2239,0.6043,0.5871,3,0.4336875912408759,0.41674285714285714,clean,1.7755489292491191
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Gemini 3 Flash,gem3flash,Google,t1024,2,500,500,0.0,max_tokens:1024,0.6864,889.0,500,458,458,3,20,0.233,1.0,7.8315,1.0,0.0082,1.0,0.2222,1.0,0.0082,1.0,0.2222,1.0,0.5215,0.4615,1.2585,0.76,154,16,0,154,19,0,0.0,hit3,0.0,R23,0.0,0.0,10.3896,0.0,0.2159,1.0,9.1467,1.0,0.2418,1.0,8.2287,1.0,0.0,0.0,0.0,0.0,0.2159,1.0,9.8745,0.4088,9.1467,1.0,0.2418,1.0,9.2977,0.2854,8.2287,1.0,1.0,1.0,3,1.0,1.0,clean,0.0
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-4.1,gpt41,OpenAI,reg,1,500,500,0.0,none,0.1931,0.0,500,458,458,3,20,0.3493,0.076,14.6917,0.0465,0.8981,0.5992,28.788,0.2744,0.8981,0.5992,28.788,0.2744,0.4901,0.3917,1.4104,1.15,109,11,4,109,12,4,0.8734,hit3,36.3636,R23,0.8734,0.8,10.0917,36.3636,0.2284,0.015,15.9574,0.094,0.3279,0.0525,13.9926,0.032,0.2183,1.7467,8.3333,66.6667,0.2284,0.015,8.3392,0.2794,15.9574,0.094,0.3279,0.0525,9.7195,0.4428,13.9926,0.032,0.2289,0.1482,2,,,clean,1.03829415093369
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-4.1,gpt41,OpenAI,t1024,2,500,500,0.0,max_tokens:1024,0.1931,0.0,500,458,458,3,20,0.1752,0.1824,7.498,0.009,0.4515,0.6217,24.845,0.3228,0.4515,0.6217,24.845,0.3228,0.4971,0.45,1.3997,1.205,114,6,2,114,6,2,0.4367,hit3,33.3333,R23,0.4367,0.4,5.2632,33.3333,0.2194,0.2659,14.4928,0.1334,0.1706,0.1829,7.0118,0.005,0.0,1.0917,0.0,77.7778,0.2194,0.2659,8.4841,0.8646,14.4928,0.1334,0.1706,0.1829,9.6666,0.9805,7.0118,0.005,0.4091,0.0157,2,,,clean,0.5444727205015207
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5,gpt5,OpenAI,reg,1,500,500,0.0,minimal,0.215,0.0,500,458,458,3,20,0.3088,0.7641,12.5071,0.6612,0.1983,0.5852,7.3604,0.4233,0.1983,0.5852,7.3604,0.4233,0.2427,0.2145,1.2604,0.9933,105,12,1,105,12,1,0.2183,hit3,8.3333,R23,0.2183,0.2,11.4286,8.3333,0.2653,0.7131,11.6464,0.6442,0.3079,0.7821,12.5781,0.6807,0.0,0.6605,0.0,25.0417,0.2653,0.7131,11.8165,0.5342,11.6464,0.6442,0.3079,0.7821,11.2119,0.4583,12.5781,0.6807,1.0,1.0,2,,,clean,1.0193276786271728
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5,gpt5,OpenAI,t1024,2,500,500,0.0,low,3.9824,640.0,494,453,453,3,20,0.2269,0.2769,10.4824,0.1859,0.426,0.5722,19.8301,0.4948,0.426,0.5722,19.8301,0.4948,0.2855,0.2572,1.5185,1.305,85,10,2,85,11,2,0.4415,hit3,20.0,R23,0.4415,0.4049,11.7647,20.0,0.1402,0.1384,9.011,0.2049,0.2114,0.2464,9.6809,0.1629,0.0,1.1038,0.0,50.0,0.1402,0.1384,8.8301,0.1819,9.011,0.2049,0.2114,0.2464,11.7035,0.5022,9.6809,0.1629,0.5147,0.3801,2,,,clean,1.0052292049386935
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.5,gpt55,OpenAI,reg,1,500,500,0.0,none,0.2726,0.0,500,458,458,3,20,0.2412,0.6922,10.277,0.6412,0.2201,0.6412,8.2415,0.5152,0.2201,0.6412,8.2415,0.5152,0.4057,0.316,1.0773,0.78,139,13,1,139,15,1,0.2183,hit3,7.6923,R23,0.2183,0.2,9.3525,7.6923,0.2568,0.6967,10.3484,0.6212,0.2509,0.7051,10.6858,0.6577,0.0,0.655,0.0,26.6818,0.2568,0.6967,9.6777,0.5352,10.3484,0.6212,0.2509,0.7051,7.5634,0.1444,10.6858,0.6577,1.0,0.9873,2,,,clean,1.2365470555570246
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.5,gpt55,OpenAI,t1024,2,500,500,0.0,low,4.9935,516.0,500,458,458,3,20,0.209,1.0,5.7793,1.0,0.0038,1.0,0.1419,1.0,0.0038,1.0,0.1419,1.0,0.5206,0.475,1.028,0.73,165,13,0,165,14,0,0.0,hit3,0.0,R23,0.0,0.0,7.8788,0.0,0.141,1.0,5.6842,1.0,0.2217,1.0,6.0869,1.0,0.0,0.0,0.0,0.0,0.141,1.0,9.8193,0.7596,5.6842,1.0,0.2217,1.0,10.239,0.915,6.0869,1.0,1.0,1.0,2,,,clean,0.7694892079304619
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Grok 4.3,grok43,xAI,reg,1,500,500,0.0,none,0.1052,0.0,500,458,458,3,20,0.0745,1.0,6.4348,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0087,0.0214,1.8296,1.47,73,2,0,73,2,0,0.0,hit3,0.0,R23,0.0,0.0,2.7397,0.0,0.1291,1.0,7.9942,1.0,0.079,1.0,6.4715,1.0,0.0,0.0,0.0,0.0,0.1291,1.0,9.6838,0.9855,7.9942,1.0,0.079,1.0,7.4158,0.9745,6.4715,1.0,1.0,1.0,2,,,clean,0.36944092343374957
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Grok 4.3,grok43,xAI,t1024,2,500,500,0.0,max_tokens:1024,2.1611,1549.5,457,418,418,3,20,0.1719,0.5302,7.5647,0.4403,0.2444,0.6412,8.6232,0.4593,0.2444,0.6412,8.6232,0.4593,0.0358,0.2219,34.1653,1.2,109,11,1,109,12,1,0.2392,hit3,9.0909,R23,0.2392,0.2188,10.0917,9.0909,0.113,0.3718,7.7191,0.3648,0.1693,0.5322,7.5899,0.4503,0.0,0.9569,0.0,33.3333,0.113,0.3718,8.4013,0.2844,7.7191,0.3648,0.1693,0.5322,8.8692,0.2989,7.5899,0.4503,0.8173,0.7514,2,,,clean,1.1378365579759167
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Grok 4.5,grok45,xAI,reg,1,500,500,0.0,low,1.2406,332.0,498,456,456,3,20,0.2318,0.2829,6.926,0.2554,0.4436,0.5947,13.6515,0.5902,0.4436,0.5947,13.6515,0.5902,0.383,0.3795,1.0791,0.845,134,18,2,134,19,2,0.4386,hit3,11.1111,R23,0.4386,0.4016,13.4328,11.1111,0.2037,0.2339,8.0214,0.3303,0.2333,0.3018,6.9572,0.2644,0.0,1.0965,0.0,27.7976,0.2037,0.2339,9.8815,0.1044,8.0214,0.3303,0.2333,0.3018,11.4736,0.1884,6.9572,0.2644,0.7006,0.6472,3,0.5159126126126127,0.47241137440758296,clean,1.8799828546935275
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Grok 4.5,grok45,xAI,t1024,2,500,500,0.0,max_tokens:1024,3.1355,944.5,497,455,455,3,20,0.3924,0.8616,11.7889,0.7036,0.2334,0.6547,6.678,0.4298,0.2334,0.6547,6.678,0.4298,0.4092,0.3706,1.0879,0.87,130,14,1,130,14,1,0.2198,hit3,7.1429,R23,0.2198,0.2012,10.7692,7.1429,0.2243,0.6492,9.3862,0.6072,0.4067,0.8766,11.9629,0.7066,0.0,0.6593,0.0,25.0,0.2243,0.6492,10.4674,0.4458,9.3862,0.6072,0.4067,0.8766,12.1821,0.7346,11.9629,0.7066,1.0,0.9766,2,,,clean,0.8840183547992546
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Haiku 4.5,haiku45,Anthropic,reg,1,500,500,0.0,none,0.135,0.0,500,458,458,3,20,0.162,0.1634,7.8654,0.1144,0.4247,0.5802,16.6342,0.3868,0.4247,0.5802,16.6342,0.3868,0.1422,0.1743,1.224,0.89,128,10,2,128,12,2,0.4367,hit3,20.0,R23,0.4367,0.4,7.8125,20.0,0.1709,0.1824,8.9474,0.1554,0.1537,0.1479,7.5053,0.1004,0.0,1.0917,0.0,50.0,0.1709,0.1824,8.5298,0.5887,8.9474,0.1554,0.1537,0.1479,7.7498,0.4778,7.5053,0.1004,0.4653,0.3697,2,,,clean,1.0080905313685515
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Haiku 4.5,haiku45,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,1.5335,421.5,500,458,458,3,20,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0094,-0.0203,24.8515,3.285,7,0,0,7,0,0,0.0,hit3,,R23,0.0,0.0,0.0,,0.0159,1.0,5.3917,,0.0,1.0,0.0,,0.0,0.0,,,0.0159,1.0,8.6486,1.0,5.3917,,0.0,1.0,6.1485,1.0,0.0,,1.0,,0,,,untestable,
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Kimi K3,kimik3,Moonshot,reg,1,500,500,0.0,none,0.4199,0.0,500,458,458,3,20,0.2674,0.7211,7.643,0.6912,0.2258,0.6467,5.9609,0.5452,0.2258,0.6467,5.9609,0.5452,0.2136,0.2707,2.3696,0.89,123,19,1,123,22,1,0.2183,hit3,5.2632,R23,0.2183,0.2,15.4472,5.2632,0.1897,0.5802,8.9565,0.5797,0.2735,0.7361,7.9859,0.7061,0.0,0.655,0.0,15.7895,0.1897,0.5802,9.7027,0.034,8.9565,0.5797,0.2735,0.7361,12.5748,0.095,7.9859,0.7061,1.0,1.0,3,0.9126000000000001,0.9039039049235994,clean,0.7981718464351004
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Kimi K3,kimik3,Moonshot,t1024,2,500,500,0.2,max_tokens:1024,10.9139,417.5,499,457,457,3,20,0.2327,0.6692,8.043,0.4498,0.2293,0.6512,6.8837,0.3673,0.2293,0.6512,6.8837,0.3673,0.4785,0.3964,1.2417,0.8433,137,12,1,137,14,1,0.2188,hit3,8.3333,R23,0.2188,0.2004,8.7591,8.3333,0.1739,0.5612,9.0973,0.5187,0.2444,0.6837,8.2158,0.4383,0.0,0.6565,0.0,28.5714,0.1739,0.5612,9.2254,0.5367,9.0973,0.5187,0.2444,0.6837,9.9208,0.7321,8.2158,0.4383,0.9668,0.7359,2,,,clean,0.8829025885009274
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Llama 4 Maverick,llama4mav,Meta,reg,1,500,500,0.0,none,0.0213,0.0,500,458,458,3,20,0.2098,1.0,7.2698,1.0,0.0011,1.0,0.0521,1.0,0.0011,1.0,0.0521,1.0,0.1295,0.1075,1.189,0.8,154,12,0,154,12,0,0.0,hit3,0.0,R23,0.0,0.0,7.7922,0.0,0.2455,1.0,7.3371,1.0,0.2245,1.0,7.7513,1.0,0.0,0.0,0.0,0.0,0.2455,1.0,9.7525,0.8991,7.3371,1.0,0.2245,1.0,8.5338,0.7716,7.7513,1.0,1.0,1.0,2,,,clean,0.9130985024256487
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Llama 4 Maverick,llama4mav,Meta,t1024,2,500,500,0.0,max_tokens:1024,0.0216,0.0,500,458,458,3,20,0.2987,0.4278,9.4834,0.1904,0.4405,0.6027,15.6591,0.4878,0.4405,0.6027,15.6591,0.4878,0.216,0.168,1.1511,0.78,155,13,2,155,13,2,0.4367,hit3,15.3846,R23,0.4367,0.4,8.3871,15.3846,0.2301,0.2259,6.8571,0.046,0.2892,0.4128,9.1892,0.1704,0.0,1.0917,0.0,36.392,0.2301,0.2259,9.8412,0.8246,6.8571,0.046,0.2892,0.4128,9.0749,0.7206,9.1892,0.1704,0.7131,0.3925,2,,,clean,0.9242085312234847
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 luna,luna,OpenAI,reg,1,500,500,0.0,none,0.0055,0.0,500,458,458,3,20,0.3203,0.1709,10.6829,0.1934,0.6764,0.5877,22.5346,0.6432,0.6764,0.5877,22.5346,0.6432,0.4379,0.3404,1.1738,0.8,170,17,3,170,17,3,0.655,hit3,17.6471,R23,0.655,0.6,10.0,17.6471,0.1976,0.059,9.1158,0.1874,0.3059,0.1619,10.2805,0.1854,0.0,1.5284,0.0,38.4615,0.1976,0.059,8.5905,0.2879,9.1158,0.1874,0.3059,0.1619,8.1309,0.1459,10.2805,0.1854,0.4943,0.5173,3,0.32727238605898124,0.356611224489796,clean,2.141222621771821
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 luna,luna,OpenAI,t1024,2,500,500,0.0,low,0.474,516.0,500,458,458,3,20,0.283,0.7481,10.3887,0.5917,0.2007,0.6017,7.1929,0.4073,0.2007,0.6017,7.1929,0.4073,0.5335,0.4432,1.209,0.855,157,12,1,157,12,1,0.2183,hit3,8.3333,R23,0.2183,0.2,7.6433,8.3333,0.2175,0.6342,11.0722,0.6072,0.2829,0.7536,10.4467,0.5837,0.0,0.655,0.0,28.5714,0.2175,0.6342,9.3037,0.7041,11.0722,0.6072,0.2829,0.7536,8.2211,0.6187,10.4467,0.5837,0.9914,0.8838,2,,,clean,0.9297174344065879
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,MiniMax M3,minimaxm3,MiniMax,reg,1,500,500,0.2,none,1.0805,0.0,500,458,458,3,20,0.1287,1.0,6.6889,1.0,0.0121,1.0,0.4587,1.0,0.0121,1.0,0.4587,1.0,0.0406,0.2351,4.3262,1.07,101,11,0,101,13,0,0.0,hit3,0.0,R23,0.0,0.0,10.8911,0.0,0.1165,1.0,6.607,1.0,0.1303,1.0,6.7818,1.0,0.0,0.0,0.0,0.0,0.1165,1.0,8.2782,0.1784,6.607,1.0,0.1303,1.0,8.5313,0.1449,6.7818,1.0,1.0,1.0,2,,,clean,1.2766049722785506
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,MiniMax M3,minimaxm3,MiniMax,t1024,2,500,500,0.0,max_tokens:1024,3.575,3109.0,495,453,453,3,20,0.0198,1.0,1.0498,1.0,0.0082,1.0,0.3865,1.0,0.0082,1.0,0.3865,1.0,-0.0105,0.3702,7.941,0.88,119,7,0,119,11,0,0.0,hit3,0.0,R23,0.0,0.0,5.8824,0.0,0.0223,1.0,1.3955,1.0,0.0199,1.0,1.0695,1.0,0.0,0.0,0.0,0.0,0.0223,1.0,8.1782,0.7781,1.3955,1.0,0.0199,1.0,6.6571,0.6737,1.0695,1.0,1.0,1.0,2,,,clean,0.883628006188881
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Mistral Large 2512,mistrall,Mistral,reg,1,500,500,0.0,minimal,0.0263,0.0,500,458,458,3,20,0.085,1.0,4.7815,1.0,0.0067,1.0,0.3057,1.0,0.0067,1.0,0.3057,1.0,0.2676,0.2196,1.3563,1.21,104,9,0,104,10,0,0.0,hit3,0.0,R23,0.0,0.0,8.6538,0.0,0.0471,1.0,3.3123,1.0,0.0862,1.0,5.1204,1.0,0.0,0.0,0.0,0.0,0.0471,1.0,7.7902,0.3663,3.3123,1.0,0.0862,1.0,8.1165,0.3948,5.1204,1.0,1.0,1.0,2,,,clean,1.0661984845684715
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Mistral Large 2512,mistrall,Mistral,t1024,2,500,500,0.0,max_tokens:1024,0.0254,0.0,500,458,458,3,20,0.0677,1.0,3.7047,1.0,0.0132,1.0,0.6307,1.0,0.0132,1.0,0.6307,1.0,0.2673,0.2333,1.374,1.16,102,9,0,102,9,0,0.0,hit3,0.0,R23,0.0,0.0,8.8235,0.0,0.0488,1.0,3.2633,1.0,0.0698,1.0,3.8572,1.0,0.0,0.0,0.0,0.0,0.0488,1.0,8.1951,0.3798,3.2633,1.0,0.0698,1.0,7.9135,0.3203,3.8572,1.0,1.0,1.0,2,,,clean,1.1149933657673594
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Opus 5,opus5,Anthropic,reg,1,500,500,0.0,none,0.741,0.0,500,458,458,3,20,0.5713,0.5342,12.3716,0.4868,0.6445,0.5697,14.9808,0.5662,0.6445,0.5697,14.9808,0.5662,0.5193,0.5713,1.2133,0.625,176,23,3,176,23,3,0.655,hit3,13.0435,R23,0.655,0.6,13.0682,13.0435,0.5203,0.4328,11.5309,0.3873,0.5667,0.5267,12.3599,0.4908,0.0,1.5284,0.0,28.0,0.5203,0.4328,11.9999,0.3298,11.5309,0.3873,0.5667,0.5267,11.8162,0.2129,12.3599,0.4908,0.9208,0.8937,3,0.7507217391304347,0.7256141176470589,clean,1.1558143638609495
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Opus 5,opus5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,1.5687,47.0,500,458,458,3,20,0.1247,0.4733,2.5497,0.2894,0.2302,0.6522,5.2515,0.5372,0.2302,0.6522,5.2515,0.5372,0.5389,0.5484,1.1807,0.61,173,22,1,173,22,1,0.2183,hit3,4.5455,R23,0.2183,0.2,12.7168,4.5455,0.0598,0.2444,1.4922,0.2104,0.123,0.4618,2.5228,0.2739,0.0,0.655,0.0,15.0038,0.0598,0.2444,10.7326,0.2004,1.4922,0.2104,0.123,0.4618,12.6975,0.4878,2.5228,0.2739,0.7588,0.5613,3,0.6963944,0.4836548009367681,clean,0.999814
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Qwen3-235B,qwen3,Alibaba,reg,1,500,500,0.0,max_tokens:128,0.0147,0.0,500,458,458,3,20,0.1465,1.0,10.814,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1446,0.1103,1.8352,1.595,77,5,0,77,5,0,0.0,hit3,0.0,R23,0.0,0.0,6.4935,0.0,0.1404,1.0,9.9236,1.0,0.1599,1.0,11.6856,1.0,0.0,0.0,0.0,0.0,0.1404,1.0,9.3901,0.8056,9.9236,1.0,0.1599,1.0,7.8956,0.6927,11.6856,1.0,1.0,1.0,2,,,clean,0.8224200820710269
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Qwen3-235B,qwen3,Alibaba,t1024,2,500,500,0.0,max_tokens:1024,0.0151,0.0,500,458,458,3,20,0.2566,0.3303,14.1551,0.3108,0.4495,0.6032,20.8083,0.5187,0.4495,0.6032,20.8083,0.5187,0.0963,0.0394,1.8358,1.56,83,10,2,83,11,2,0.4367,hit3,20.0,R23,0.4367,0.4,12.0482,20.0,0.1331,0.1279,8.3721,0.1679,0.2355,0.2989,13.0751,0.2934,0.0,1.0917,0.0,50.0,0.1331,0.1279,9.704,0.2224,8.3721,0.1679,0.2355,0.2989,10.2326,0.2564,13.0751,0.2934,0.5912,0.5856,2,,,clean,1.1774329105017298
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 sol,sol,OpenAI,reg,1,500,500,0.0,none,0.2726,0.0,500,458,458,3,20,0.3352,1.0,10.3575,1.0,0.0043,1.0,0.1604,1.0,0.0043,1.0,0.1604,1.0,0.6036,0.5112,1.1578,0.81,139,10,0,139,11,0,0.0,hit3,0.0,R23,0.0,0.0,7.1942,0.0,0.2372,1.0,11.2152,1.0,0.3619,1.0,10.9951,1.0,0.0,0.0,0.0,0.0,0.2372,1.0,10.1768,0.8271,11.2152,1.0,0.3619,1.0,10.5632,0.9545,10.9951,1.0,1.0,1.0,2,,,clean,0.6810625568009694
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 sol,sol,OpenAI,t1024,2,500,500,0.0,low,4.5841,464.5,500,458,458,3,20,0.3166,0.4278,8.7909,0.3533,0.4461,0.6067,12.0464,0.5262,0.4461,0.6067,12.0464,0.5262,0.5382,0.4352,1.061,0.75,160,18,2,160,18,2,0.4367,hit3,11.1111,R23,0.4367,0.4,11.25,11.1111,0.223,0.2814,9.9797,0.4383,0.3021,0.4033,8.4641,0.3383,0.0,1.0917,0.0,27.2727,0.223,0.2814,8.9811,0.1919,9.9797,0.4383,0.3021,0.4033,10.4437,0.3453,8.4641,0.3383,0.7104,0.6354,3,0.6295821946169772,0.5509248380129589,clean,1.4455478318437605
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Sonnet 5,sonnet5,Anthropic,reg,1,500,500,0.0,none,0.2964,0.0,500,458,458,3,20,0.0,1.0,0.0,1.0,0.0031,1.0,0.1156,1.0,0.0031,1.0,0.1156,1.0,0.5843,0.53,0.9411,0.69,165,14,0,165,17,0,0.0,hit3,0.0,R23,0.0,0.0,8.4848,0.0,0.0003,1.0,0.0098,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0003,1.0,9.6753,0.7396,0.0098,1.0,0.0,1.0,9.9566,0.9335,0.0,1.0,1.0,1.0,2,,,clean,0.8521784544924974
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Sonnet 5,sonnet5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,0.2964,0.0,500,458,458,3,20,0.0,1.0,0.0,1.0,0.0036,1.0,0.1292,1.0,0.0036,1.0,0.1292,1.0,0.5695,0.5311,0.9528,0.705,162,14,0,162,16,0,0.0,hit3,0.0,R23,0.0,0.0,8.642,0.0,0.0004,1.0,0.0145,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004,1.0,10.0848,0.7521,0.0145,1.0,0.0,1.0,9.7508,0.8661,0.0,1.0,1.0,1.0,2,,,clean,0.8862862534356155
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 terra,terra,OpenAI,reg,1,500,500,0.0,none,0.0545,0.0,500,458,458,3,20,0.3894,1.0,9.8207,1.0,0.0041,1.0,0.11,1.0,0.0041,1.0,0.11,1.0,0.6427,0.5212,0.9676,0.69,171,18,0,171,18,0,0.0,hit3,0.0,R23,0.0,0.0,10.5263,0.0,0.2636,1.0,10.4166,1.0,0.4121,1.0,10.4877,1.0,0.0,0.0,0.0,0.0,0.2636,1.0,9.6568,0.3563,10.4166,1.0,0.4121,1.0,10.5534,0.5077,10.4877,1.0,1.0,1.0,3,1.0,1.0,clean,0.0
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 terra,terra,OpenAI,t1024,2,500,500,0.0,low,1.2929,516.0,500,458,458,3,20,0.3233,0.4583,8.5998,0.2009,0.4527,0.6137,13.0985,0.4378,0.4527,0.6137,13.0985,0.4378,0.5975,0.5123,0.9322,0.68,169,14,2,169,15,2,0.4367,hit3,14.2857,R23,0.4367,0.4,8.284,14.2857,0.2609,0.3473,9.253,0.2794,0.3235,0.4533,8.5324,0.1994,0.0,1.0917,0.0,33.3654,0.2609,0.3473,9.5511,0.6912,9.253,0.2794,0.3235,0.4533,10.2837,0.8986,8.5324,0.1994,0.7517,0.4387,2,,,clean,0.8055466417729028
aqsoldb,AqSolDB,measured,Gemini 2.5 Pro,gem25pro,Google,reg,1,500,500,0.0,minimal,2.4699,955.5,500,469,469,3,20,0.3512,0.019,10.0954,0.02,1.0496,0.5437,21.1455,0.2274,1.0496,0.5437,21.1455,0.2274,0.8629,0.8707,1.4608,0.6216,143,18,5,143,19,5,1.0661,hit3,27.7778,R23,1.0661,1.0,12.5874,27.7778,0.0933,0.0015,9.2042,0.1119,0.3171,0.0165,9.1665,0.0135,0.2132,2.1322,7.1429,50.0,0.0933,0.0015,10.2602,0.2809,9.2042,0.1119,0.3171,0.0165,12.0202,0.4043,9.1665,0.0135,0.0839,0.0722,3,0.0429,0.03584154929577465,partial,3.3620309050772628
aqsoldb,AqSolDB,measured,Gemini 2.5 Pro,gem25pro,Google,t1024,1,500,500,0.0,max_tokens:1024,1.9966,777.5,499,468,468,3,20,0.2421,0.3093,7.6235,0.2394,0.3353,0.4643,7.504,0.1979,0.3353,0.4643,7.504,0.1979,0.8571,0.8652,1.5122,0.6928,145,16,2,145,18,2,0.4274,hit3,12.5,R23,0.4274,0.4008,11.0345,12.5,0.0922,0.0655,9.4292,0.3388,0.2389,0.3038,7.5931,0.2259,0.0,1.0684,0.0,31.5849,0.0922,0.0655,10.1835,0.4123,9.4292,0.3388,0.2389,0.3038,11.5022,0.5587,7.5931,0.2259,0.5912,0.4831,3,0.5159126126126127,0.4184977886977887,clean,1.7890330682293847
aqsoldb,AqSolDB,measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,reg,1,500,500,0.0,none,0.0115,0.0,500,469,469,3,20,0.155,0.1579,6.405,0.2394,0.4625,0.6367,14.1965,0.6107,0.4625,0.6367,14.1965,0.6107,0.8074,0.8178,1.4558,0.701,123,18,2,123,18,2,0.4264,hit3,11.1111,R23,0.4264,0.4,14.6341,11.1111,0.1014,0.0785,9.0728,0.3748,0.1533,0.1549,6.5993,0.2669,0.0,1.0661,0.0,29.0417,0.1014,0.0785,9.3403,0.0905,9.0728,0.3748,0.1533,0.1549,9.355,0.0185,6.5993,0.2669,0.4815,0.6496,3,0.3156610810810811,0.4746287735849057,clean,1.999816
aqsoldb,AqSolDB,measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,t1024,1,500,500,0.0,max_tokens:1024,0.2986,762.0,500,469,469,3,20,0.5376,0.0035,13.4221,0.004,1.3721,0.3083,27.5981,0.1379,1.3721,0.3083,27.5981,0.1379,0.8664,0.8851,1.3773,0.5345,171,21,8,171,22,8,1.7058,hit3,38.0952,R23,1.7058,1.6,12.2807,38.0952,0.1175,0.0005,11.0406,0.0625,0.4811,0.0015,12.1065,0.002,0.6397,2.9851,18.75,60.0,0.1175,0.0005,9.4639,0.2299,11.0406,0.0625,0.4811,0.0015,11.2426,0.3208,12.1065,0.002,0.0051,0.0067,3,0.004524,0.005890625,partial,3.5456246102681352
