dataset,dataset_name,ds_class,model,tag,vendor,arm,blocks,n_call,n_queried,trunc,reasoning,cost,think,n_pred,n_usable,n_mol,level,n_bins,mp_chance_hit,mp_p_hit,mp_chance_deep,mp_p_deep,rs_chance_hit,rs_p_hit,rs_chance_deep,rs_p_deep,rs_chance_hit3,rs_p_hit3,rs_chance_R23,rs_p_R23,pearson,spearman,rmse,medae,m1,m2,m3,h1,h2,h3,hit,hit_stat,deep,deep_stat,hit3,hit3_all,R12,R23,chance_hit,p_hit,chance_deep,p_deep,mb_chance_hit,mb_p_hit,mb_chance_deep,mb_p_deep,hit_lo,hit_hi,deep_lo,deep_hi,chance_hit3,p_hit3,chance_R12,p_R12,chance_R23,p_R23,mb_chance_hit3,mb_p_hit3,mb_chance_R12,mb_p_R12,mb_chance_R23,mb_p_R23,q_hit_joint,q_deep_joint,regime_old,smooth_floor,R12_smooth_floor,R23_smooth_floor,R13_smooth_floor,hit1_smooth_floor,floor_R12,floor_R23,guard_R12,guard_R23,testable,p_R12_binom,p_R23_binom,p_hit3_binom,p_m1_binom,floor_m1,rate_m1,q_hit3,q_R12,q_R23,first_figure_at_chance,verdict,evidence,regime,breadth_R12,breadth_R23,excess_R12,excess_R23,floor_hit3,rel_medae,excess_hit3,recall_signature
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-4.1,gpt41,OpenAI,t1024,2,500,500,0.0,max_tokens:1024,0.1931,0.0,500,458,458,3,20,0.1752,0.1824,7.498,0.009,0.4515,0.6217,24.845,0.3228,0.4515,0.6217,24.845,0.3228,0.4971,0.45,1.3997,1.205,114,6,2,114,6,2,0.4367,hit3,False,R23,0.4367,0.4,5.2632,33.3333,0.2194,0.2659,14.4928,0.1334,0.1706,0.1829,7.0118,0.005,0.0,1.0917,0.0,77.7778,0.2194,0.2659,8.4841,0.8646,14.4928,0.1334,0.1706,0.1829,9.6666,0.9805,7.0118,0.005,0.4091,0.0157,untestable,0.2718,11.3162,10.004,1.1321,24.012,14.685185,11.678801,False,False,True,0.9995960876903294,,0.4474022770275284,0.367025107522111,24.119154,24.890829694323145,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.28368382969432315,0.3584020221740482,2.8541714170829695,0.330744,23.0622009569378,1.3203565295213215,True
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5,gpt5,OpenAI,t1024,2,500,500,0.0,low,3.9824,640.0,494,453,453,3,20,0.2269,0.2769,10.4824,0.1859,0.426,0.5722,19.8301,0.4948,0.426,0.5722,19.8301,0.4948,0.2855,0.2572,1.5185,1.305,85,10,2,85,11,2,0.4415,hit3,False,R23,0.4415,0.4049,11.7647,20.0,0.1402,0.1384,9.011,0.2049,0.2114,0.2464,9.6809,0.1629,0.0,1.1038,0.0,50.0,0.1402,0.1384,8.8301,0.1819,9.011,0.2049,0.2114,0.2464,11.7035,0.5022,9.6809,0.1629,0.5147,0.3801,untestable,0.2631,11.3253,10.3835,1.176,22.3734,14.685185,11.678801,False,False,True,0.818281028162281,,0.4418718834747005,0.9973513051731591,24.119154,18.763796909492275,,1.0,,True,clean,"R12 at chance, R23 no power",clean,0.0,0.18369092715231786,0.801127122334516,1.7125045627543445,0.330744,24.976076555023926,1.3348692644462183,True
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.5,gpt55,OpenAI,t1024,2,500,500,0.0,low,4.9935,516.0,500,458,458,3,20,0.209,1.0,5.7793,1.0,0.0038,1.0,0.1419,1.0,0.0038,1.0,0.1419,1.0,0.5206,0.475,1.028,0.73,165,13,0,165,14,0,0.0,hit3,False,R23,0.0,0.0,7.8788,0.0,0.141,1.0,5.6842,1.0,0.2217,1.0,6.0869,1.0,0.0,0.0,0.0,0.0,0.141,1.0,9.8193,0.7596,5.6842,1.0,0.2217,1.0,10.239,0.915,6.0869,1.0,1.0,1.0,untestable,0.4793,12.52,10.8048,1.3528,35.4279,14.685185,11.678801,False,False,True,0.997235196839211,,1.0,8.09211635293215e-09,24.119154,36.02620087336245,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.5365134998299306,0.0,0.330744,13.971291866028709,0.0,False
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Grok 4.3,grok43,xAI,t1024,2,500,500,0.0,max_tokens:1024,2.1611,1549.5,457,418,418,3,20,0.1719,0.5302,7.5647,0.4403,0.2444,0.6412,8.6232,0.4593,0.2444,0.6412,8.6232,0.4593,0.0358,0.2219,34.1653,1.2,109,11,1,109,12,1,0.2392,hit3,False,R23,0.2392,0.2188,10.0917,9.0909,0.113,0.3718,7.7191,0.3648,0.1693,0.5322,7.5899,0.4503,0.0,0.9569,0.0,33.3333,0.113,0.3718,8.4013,0.2844,7.7191,0.3648,0.1693,0.5322,8.8692,0.2989,7.5899,0.4503,0.8173,0.7514,untestable,0.2642,11.2723,9.7936,1.104,23.9312,14.685185,11.678801,False,False,True,0.9381077938642777,,0.7496264454138029,0.1892706366002775,24.119154,26.076555023923444,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.6872027829407664,0.7784103864771734,0.330744,22.966507177033495,0.7232179570906805,True
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Grok 4.5,grok45,xAI,t1024,2,500,500,0.0,max_tokens:1024,3.1355,944.5,497,455,455,3,20,0.3924,0.8616,11.7889,0.7036,0.2334,0.6547,6.678,0.4298,0.2334,0.6547,6.678,0.4298,0.4092,0.3706,1.0879,0.87,130,14,1,130,14,1,0.2198,hit3,False,R23,0.2198,0.2012,10.7692,7.1429,0.2243,0.6492,9.3862,0.6072,0.4067,0.8766,11.9629,0.7066,0.0,0.6593,0.0,25.0,0.2243,0.6492,10.4674,0.4458,9.3862,0.6072,0.4067,0.8766,12.1821,0.7346,11.9629,0.7066,1.0,0.9766,untestable,0.3799,11.8649,10.2564,1.2169,31.2194,14.685185,11.678801,False,False,True,0.9219418586416407,,0.7785103372295705,0.016441443275811048,24.119154,28.571428571428573,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.733337714165671,0.6116124420649003,0.330744,16.650717703349283,0.6645623201025567,False
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Haiku 4.5,haiku45,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,1.5335,421.5,500,458,458,3,20,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0,1.0,0.0,,0.0094,-0.0203,24.8515,3.285,7,0,0,7,0,0,0.0,hit3,False,R23,0.0,0.0,0.0,,0.0159,1.0,5.3917,,0.0,1.0,0.0,,0.0,0.0,,,0.0159,1.0,8.6486,1.0,5.3917,,0.0,1.0,6.1485,1.0,0.0,,1.0,,untestable,0.1026,10.4786,9.9156,1.039,9.8766,14.685185,11.678801,False,False,False,,,1.0,1.0,24.119154,1.5283842794759825,,,,True,no-signal,rungs without power; first figure at chance,no-signal,0.0,0.0,0.0,,0.330744,62.87081339712919,0.0,False
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Kimi K3,kimik3,Moonshot,t1024,2,500,500,0.2,max_tokens:1024,10.9139,417.5,499,457,457,3,20,0.2327,0.6692,8.043,0.4498,0.2293,0.6512,6.8837,0.3673,0.2293,0.6512,6.8837,0.3673,0.4785,0.3964,1.2417,0.8433,137,12,1,137,14,1,0.2188,hit3,False,R23,0.2188,0.2004,8.7591,8.3333,0.1739,0.5612,9.0973,0.5187,0.2444,0.6837,8.2158,0.4383,0.0,0.6565,0.0,28.5714,0.1739,0.5612,9.2254,0.5367,9.0973,0.5187,0.2444,0.6837,9.9208,0.7321,8.2158,0.4383,0.9668,0.7359,untestable,0.3908,12.2593,10.0421,1.2311,31.7467,14.685185,11.678801,False,False,True,0.9861770654259748,,0.7799730418593211,0.0024580860025300074,24.119154,29.9781181619256,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.5964582672945556,0.7135407136400389,0.330744,16.139712918660287,0.6615388336598699,True
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Llama 4 Maverick,llama4mav,Meta,t1024,2,500,500,0.0,max_tokens:1024,0.0216,0.0,500,458,458,3,20,0.2987,0.4278,9.4834,0.1904,0.4405,0.6027,15.6591,0.4878,0.4405,0.6027,15.6591,0.4878,0.216,0.168,1.1511,0.78,155,13,2,155,13,2,0.4367,hit3,False,R23,0.4367,0.4,8.3871,15.3846,0.2301,0.2259,6.8571,0.046,0.2892,0.4128,9.1892,0.1704,0.0,1.0917,0.0,36.392,0.2301,0.2259,9.8412,0.8246,6.8571,0.046,0.2892,0.4128,9.0749,0.7206,9.1892,0.1704,0.7131,0.3925,untestable,0.4476,12.5221,10.5426,1.3202,33.905,14.685185,11.678801,False,False,True,0.9934780334877436,,0.4474022770275284,1.7642613750804336e-06,24.119154,33.842794759825324,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.1051868711790393,0.5711266150205122,1.3173098848075244,0.330744,14.928229665071772,1.3203565295213215,True
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 luna,luna,OpenAI,t1024,2,500,500,0.0,low,0.474,516.0,500,458,458,3,20,0.283,0.7481,10.3887,0.5917,0.2007,0.6017,7.1929,0.4073,0.2007,0.6017,7.1929,0.4073,0.5335,0.4432,1.209,0.855,157,12,1,157,12,1,0.2183,hit3,False,R23,0.2183,0.2,7.6433,8.3333,0.2175,0.6342,11.0722,0.6072,0.2829,0.7536,10.4467,0.5837,0.0,0.655,0.0,28.5714,0.2175,0.6342,9.3037,0.7041,11.0722,0.6072,0.2829,0.7536,8.2211,0.6187,10.4467,0.5837,0.9914,0.8838,untestable,0.4443,12.0329,11.7021,1.4081,31.5546,14.685185,11.678801,False,False,True,0.997538072642073,,0.7807007678217539,6.473518654602356e-07,24.119154,34.27947598253275,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.5204769296403143,0.7135407136400389,0.330744,16.363636363636363,0.6600270904385265,True
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,MiniMax M3,minimaxm3,MiniMax,t1024,2,500,500,0.0,max_tokens:1024,3.575,3109.0,495,453,453,3,20,0.0198,1.0,1.0498,1.0,0.0082,1.0,0.3865,1.0,0.0082,1.0,0.3865,1.0,-0.0105,0.3702,7.941,0.88,119,7,0,119,11,0,0.0,hit3,False,R23,0.0,0.0,5.8824,0.0,0.0223,1.0,1.3955,1.0,0.0199,1.0,1.0695,1.0,0.0,0.0,0.0,0.0,0.0223,1.0,8.1782,0.7781,1.3955,1.0,0.0199,1.0,6.6571,0.6737,1.0695,1.0,1.0,1.0,untestable,0.4378,12.1194,11.6604,1.4132,30.9782,14.685185,11.678801,False,False,True,0.9992168839760754,,1.0,0.15512876420740918,24.119154,26.26931567328918,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.4005669659592303,0.0,0.330744,16.842105263157897,0.0,False
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Mistral Large 2512,mistrall,Mistral,t1024,2,500,500,0.0,max_tokens:1024,0.0254,0.0,500,458,458,3,20,0.0677,1.0,3.7047,1.0,0.0132,1.0,0.6307,1.0,0.0132,1.0,0.6307,1.0,0.2673,0.2333,1.374,1.16,102,9,0,102,9,0,0.0,hit3,False,R23,0.0,0.0,8.8235,0.0,0.0488,1.0,3.2633,1.0,0.0698,1.0,3.8572,1.0,0.0,0.0,0.0,0.0,0.0488,1.0,8.1951,0.3798,3.2633,1.0,0.0698,1.0,7.9135,0.3203,3.8572,1.0,1.0,1.0,untestable,0.3122,11.4795,10.9705,1.2594,24.7926,14.685185,11.678801,False,False,True,0.9719814078959964,,1.0,0.8362098665846428,24.119154,22.270742358078603,,1.0,,True,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.6008436393549008,0.0,0.330744,22.20095693779904,0.0,False
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Opus 5,opus5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,1.5687,47.0,500,458,458,3,20,0.1247,0.4733,2.5497,0.2894,0.2302,0.6522,5.2515,0.5372,0.2302,0.6522,5.2515,0.5372,0.5389,0.5484,1.1807,0.61,173,22,1,173,22,1,0.2183,hit3,True,R23,0.2183,0.2,12.7168,4.5455,0.0598,0.2444,1.4922,0.2104,0.123,0.4618,2.5228,0.2739,0.0,0.655,0.0,15.0038,0.0598,0.2444,10.7326,0.2004,1.4922,0.2104,0.123,0.4618,12.6975,0.4878,2.5228,0.2739,0.7588,0.5613,clean,0.5677,13.2252,10.6101,1.4032,40.4563,14.685185,11.678801,False,False,True,0.7971642206524645,0.9349227734911462,0.7807007678217539,5.6161303362475397e-11,24.119154,37.77292576419214,,1.0,1.0,False,clean,both rungs at chance,clean,0.0,0.0,0.8659611710713893,0.3892094744999936,0.330744,11.67464114832536,0.6600270904385265,False
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Qwen3-235B,qwen3,Alibaba,t1024,2,500,500,0.0,max_tokens:1024,0.0151,0.0,500,458,458,3,20,0.2566,0.3303,14.1551,0.3108,0.4495,0.6032,20.8083,0.5187,0.4495,0.6032,20.8083,0.5187,0.0963,0.0394,1.8358,1.56,83,10,2,83,11,2,0.4367,hit3,False,R23,0.4367,0.4,12.0482,20.0,0.1331,0.1279,8.3721,0.1679,0.2355,0.2989,13.0751,0.2934,0.0,1.0917,0.0,50.0,0.1331,0.1279,9.704,0.2224,8.3721,0.1679,0.2355,0.2989,10.2326,0.2564,13.0751,0.2934,0.5912,0.5856,untestable,0.2194,10.8295,10.5016,1.1373,19.2948,14.685185,11.678801,False,False,True,0.7946947975292046,,0.4474022770275284,0.9991708516424816,24.119154,18.12227074235808,,1.0,,True,clean,"R12 at chance, R23 no power",clean,0.0,0.1816855676855895,0.8204322928175573,1.7125045627543445,0.330744,29.856459330143544,1.3203565295213215,True
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 sol,sol,OpenAI,t1024,2,500,500,0.0,low,4.5841,464.5,500,458,458,3,20,0.3166,0.4278,8.7909,0.3533,0.4461,0.6067,12.0464,0.5262,0.4461,0.6067,12.0464,0.5262,0.5382,0.4352,1.061,0.75,160,18,2,160,18,2,0.4367,hit3,True,R23,0.4367,0.4,11.25,11.1111,0.223,0.2814,9.9797,0.4383,0.3021,0.4033,8.4641,0.3383,0.0,1.0917,0.0,27.2727,0.223,0.2814,8.9811,0.1919,9.9797,0.4383,0.3021,0.4033,10.4437,0.3453,8.4641,0.3383,0.7104,0.6354,clean,0.4356,12.5404,9.9775,1.2512,34.8133,14.685185,11.678801,False,False,True,0.9137819861539125,0.6385017275705372,0.4474022770275284,1.3417104566986144e-07,24.119154,34.93449781659389,,1.0,1.0,False,clean,both rungs at chance,clean,0.0,0.0,0.7660781937714778,0.9513904723609898,0.330744,14.354066985645934,1.3203565295213215,True
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,Claude Sonnet 5,sonnet5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,0.2964,0.0,500,458,458,3,20,0.0,1.0,0.0,1.0,0.0036,1.0,0.1292,1.0,0.0036,1.0,0.1292,1.0,0.5695,0.5311,0.9528,0.705,162,14,0,162,16,0,0.0,hit3,False,R23,0.0,0.0,8.642,0.0,0.0004,1.0,0.0145,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004,1.0,10.0848,0.7521,0.0145,1.0,0.0,1.0,9.7508,0.8661,0.0,1.0,1.0,1.0,untestable,0.5175,12.5255,11.3479,1.4214,36.4061,14.685185,11.678801,False,False,True,0.9923635586749779,,1.0,4.48594682498766e-08,24.119154,35.37117903930131,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.5884842444953876,0.0,0.330744,13.492822966507179,0.0,False
antiviral,Antiviral potency (ASAP/Polaris 2025),neg_control,GPT-5.6 terra,terra,OpenAI,t1024,2,500,500,0.0,low,1.2929,516.0,500,458,458,3,20,0.3233,0.4583,8.5998,0.2009,0.4527,0.6137,13.0985,0.4378,0.4527,0.6137,13.0985,0.4378,0.5975,0.5123,0.9322,0.68,169,14,2,169,15,2,0.4367,hit3,False,R23,0.4367,0.4,8.284,14.2857,0.2609,0.3473,9.253,0.2794,0.3235,0.4533,8.5324,0.1994,0.0,1.0917,0.0,33.3654,0.2609,0.3473,9.5511,0.6912,9.253,0.2794,0.3235,0.4533,10.2837,0.8986,8.5324,0.1994,0.7517,0.4387,untestable,0.4858,12.7259,10.2111,1.2995,37.3854,14.685185,11.678801,False,False,True,0.9957065263887631,,0.4474022770275284,7.252259168871754e-10,24.119154,36.89956331877729,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.07968730567685593,0.5641059339735931,1.223216321606987,0.330744,13.014354066985646,1.3203565295213215,True
aqsoldb,AqSolDB,measured,Gemini 2.5 Pro,gem25pro,Google,t1024,1,500,500,0.0,max_tokens:1024,1.9966,777.5,499,468,468,3,20,0.2421,0.3093,7.6235,0.2394,0.3353,0.4643,7.504,0.1979,0.3353,0.4643,7.504,0.1979,0.8571,0.8652,1.5122,0.6928,145,16,2,145,18,2,0.4274,hit3,True,R23,0.4274,0.4008,11.0345,12.5,0.0922,0.0655,9.4292,0.3388,0.2389,0.3038,7.5931,0.2259,0.0,1.0684,0.0,31.5849,0.0922,0.0655,10.1835,0.4123,9.4292,0.3388,0.2389,0.3038,11.5022,0.5587,7.5931,0.2259,0.5912,0.4831,clean,0.4115,13.1456,10.1312,1.3318,30.8987,12.139468,11.034906,False,False,True,0.6953150760713057,0.5403812463471276,0.09566937452110386,4.40763246047184e-35,10.191138,30.982905982905983,,1.0,1.0,False,clean,both rungs at chance,clean,0.0,0.05008868376068377,0.9089772303036673,1.132769051227079,0.110712,25.969936649548302,3.860466796733868,True
aqsoldb,AqSolDB,measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,t1024,1,500,500,0.0,max_tokens:1024,0.2986,762.0,500,469,469,3,20,0.5376,0.0035,13.4221,0.004,1.3721,0.3083,27.5981,0.1379,1.3721,0.3083,27.5981,0.1379,0.8664,0.8851,1.3773,0.5345,171,21,8,171,22,8,1.7058,hit3,True,R23,1.7058,1.6,12.2807,38.0952,0.1175,0.0005,11.0406,0.0625,0.4811,0.0015,12.1065,0.002,0.6397,2.9851,18.75,60.0,0.1175,0.0005,9.4639,0.2299,11.0406,0.0625,0.4811,0.0015,11.2426,0.3208,12.1065,0.002,0.0051,0.0067,partial,0.5672,14.282,10.7475,1.535,36.9499,12.139468,11.034906,False,False,True,0.5122905835372373,0.001183471396014135,7.84873899695773e-08,6.2222769524825736e-52,10.191138,36.46055437100213,,1.0,0.004057616214905606,False,contaminated,R23 only (concentrated),trace,0.051494609808102304,1.2116566609808102,1.011634117738932,3.4522450848244652,0.110712,20.03598605540353,15.407543897680467,True
aqsoldb,AqSolDB,measured,Gemini 3.1 Pro,gem31pro,Google,t1024,1,500,500,0.0,max_tokens:1024,1.737,489.0,500,469,469,3,20,0.8576,0.0005,12.8363,0.0005,5.3075,0.2874,40.6926,0.0985,5.3075,0.2874,40.6926,0.0985,0.8532,0.8953,1.4091,0.447,193,57,28,193,60,30,5.9701,hit3,True,R23,5.9701,5.6,29.5337,49.1228,0.0942,0.0005,8.8477,0.0265,0.6383,0.0005,9.9264,0.0005,3.838,8.1023,36.5043,61.5417,0.0942,0.0005,9.9328,0.001,8.8477,0.0265,0.6383,0.0005,16.275,0.0005,9.9264,0.0005,0.0018,0.0018,heavy,0.7079,14.8575,11.5258,1.7124,41.338,12.139468,11.034906,False,False,True,9.722007575883434e-11,9.097158596488439e-13,9.644795169356447e-39,2.133137810349756e-68,10.191138,41.15138592750533,,4.888780952444241e-10,5.164838428974081e-12,False,contaminated,R12 + R23,partial,7.157958797441365,4.629019953091684,2.4328660860591254,4.451583003969404,0.110712,16.756007047269186,53.92459715297348,True
aqsoldb,AqSolDB,measured,Gemini 3.5 Flash,gem35flash,Google,t1024,1,500,500,0.0,max_tokens:1024,1.5021,596.5,500,469,469,3,20,0.9417,0.0005,13.2553,0.0005,6.6887,0.1684,41.7098,0.1854,6.6887,0.1684,41.7098,0.1854,0.9,0.9252,1.0946,0.3611,220,79,37,220,82,37,7.8891,hit3,True,R23,7.8891,7.4,35.9091,46.8354,0.112,0.0005,10.1506,0.035,0.6317,0.0005,9.4511,0.0005,5.5384,10.4478,35.4411,58.1089,0.112,0.0005,10.2021,0.0005,10.1506,0.035,0.6317,0.0005,16.0747,0.0005,9.4511,0.0005,0.0018,0.0018,heavy,0.8049,16.0246,10.7336,1.72,46.7964,12.139468,11.034906,False,False,True,9.457100859187318e-20,1.5079992828640652e-15,3.1201175727304345e-55,4.028926415996239e-91,10.191138,46.908315565031984,,6.935207296737367e-19,9.593055678942487e-15,False,contaminated,R12 + R23,partial,11.149929722814496,6.030367646055437,2.9580456079294413,4.244295329747259,0.110712,13.53600479814072,71.25785822675049,True
aqsoldb,AqSolDB,measured,Gemini 3.6 Flash,gem36flash,Google,t1024,1,500,500,0.0,max_tokens:1024,1.2709,503.5,500,469,469,3,20,0.801,0.0005,13.5485,0.0005,4.4436,0.5152,40.944,0.3428,4.4436,0.5152,40.944,0.3428,0.8813,0.9025,1.1445,0.4,200,48,21,200,52,21,4.4776,hit3,True,R23,4.4776,4.2,24.0,43.75,0.1049,0.0005,9.6989,0.0345,0.639,0.0005,11.3436,0.0005,2.5586,6.3966,29.7272,57.1429,0.1049,0.0005,9.2758,0.0015,9.6989,0.0345,0.639,0.0005,14.3366,0.0005,11.3436,0.0005,0.0018,0.0018,heavy,0.7708,15.6323,11.1128,1.7372,44.3699,12.139468,11.034906,False,False,True,2.6344303209500457e-06,8.837277593370833e-09,8.15447886066259e-27,5.0162930385092265e-74,10.191138,42.643923240938165,,1.0153132915778279e-05,4.02248497353431e-08,False,contaminated,R12 + R23,partial,5.057796162046907,3.348239897654584,1.977022386812997,3.964691679294776,0.110712,14.994189751471305,40.44367367584363,True
aqsoldb,AqSolDB,measured,Gemini 3 Flash,gem3flash,Google,t1024,1,500,500,0.0,max_tokens:1024,0.6546,824.0,500,469,469,3,20,0.8919,0.0005,13.8342,0.0005,5.2079,0.3938,35.9663,0.1909,5.2079,0.3938,35.9663,0.1909,0.8766,0.9082,1.2882,0.3672,212,63,26,212,66,26,5.5437,hit3,True,R23,5.5437,5.2,29.717,41.2698,0.1193,0.0005,10.6086,0.0395,0.6999,0.0005,11.492,0.0005,3.4115,7.6759,29.3103,53.1275,0.1193,0.0005,10.4052,0.0005,10.6086,0.0395,0.6999,0.0005,15.0538,0.0005,11.492,0.0005,0.0018,0.0018,heavy,0.7708,16.0273,10.3197,1.654,46.6023,12.139468,11.034906,False,False,True,7.825752369703357e-12,7.342153114510151e-10,3.035458600936944e-35,4.190553943386988e-84,10.191138,45.20255863539445,,4.050977697258208e-11,3.5565659123498713e-09,False,contaminated,R12 + R23,partial,7.9454856801705755,4.061409215351812,2.4479655945384096,3.739932175226504,0.110712,13.76466619185066,50.0731628007804,True
aqsoldb,AqSolDB,measured,GPT-4.1,gpt41,OpenAI,t1024,1,500,500,0.0,max_tokens:1024,0.1837,0.0,500,469,469,3,20,0.2041,0.6337,8.209,0.3753,0.1712,0.5612,7.6264,0.3578,0.1712,0.5612,7.6264,0.3578,0.7096,0.7171,1.7114,0.975,99,10,1,99,11,1,0.2132,hit3,False,R23,0.2132,0.2,10.101,10.0,0.1129,0.4143,9.0321,0.4003,0.2128,0.6477,8.4333,0.3958,0.0,0.6397,0.0,33.3333,0.1129,0.4143,10.684,0.5332,9.0321,0.4003,0.2128,0.6477,12.3095,0.7986,8.4333,0.3958,0.9435,0.6995,untestable,0.3305,12.5196,11.0675,1.3856,23.8518,12.139468,11.034906,False,False,True,0.7761519191068478,,0.4051981311487964,2.5563183708381648e-12,10.191138,21.108742004264393,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.0,0.0,0.8320792970499201,0.9062152409816632,0.110712,36.54833751921131,1.9257171760965386,True
aqsoldb,AqSolDB,measured,GPT-5,gpt5,OpenAI,t1024,1,500,500,0.0,low,5.4532,960.0,500,469,469,3,20,0.3658,0.0255,11.0735,0.1969,0.9783,0.4953,18.1163,0.4993,0.9783,0.4953,18.1163,0.4993,0.8365,0.8361,1.5893,0.8202,113,28,5,113,28,5,1.0661,hit3,True,R23,1.0661,1.0,24.7788,17.8571,0.1012,0.0005,10.0648,0.2519,0.3401,0.021,10.717,0.1789,0.2132,2.1322,3.8462,33.3333,0.1012,0.0005,10.5394,0.0065,10.0648,0.2519,0.3401,0.021,13.8328,0.0005,10.717,0.1789,0.0605,0.4052,clean,0.4115,13.0072,11.6687,1.5178,27.113,12.139468,11.034906,False,False,True,0.00016301741042312656,0.19036205300813613,0.00020115684707154696,3.974080260270456e-18,10.191138,24.093816631130064,,0.0005895424157767865,0.5128120611647748,False,contaminated,"R12 only (broad, R23 at chance)",partial,3.045288093816631,0.40729772281449894,2.041176763265079,1.6182376179733655,0.110712,30.745586085391913,9.629489124936773,False
aqsoldb,AqSolDB,measured,GPT-5.5,gpt55,OpenAI,t1024,1,500,500,0.0,low,5.3677,516.0,500,469,469,3,20,0.8712,0.0005,15.1232,0.0005,5.3764,0.2429,41.4175,0.038,5.3764,0.2429,41.4175,0.038,0.8767,0.9047,1.2439,0.415,204,55,29,204,56,30,6.1834,hit3,True,R23,6.1834,5.8,26.9608,52.7273,0.1303,0.0005,12.0796,0.017,0.6244,0.0005,11.462,0.0005,4.2591,8.5288,39.6474,65.5211,0.1303,0.0005,9.9709,0.001,12.0796,0.017,0.6244,0.0005,14.3977,0.0005,11.462,0.0005,0.0018,0.0018,heavy,0.7559,15.2428,11.5378,1.7587,42.9787,12.139468,11.034906,False,False,True,7.763154789060182e-09,3.315035548844812e-14,1.6245961104062449e-40,2.5175029094091478e-77,10.191138,43.49680170575693,,3.564300633585892e-08,2.0118836434368515e-13,False,contaminated,R12 + R23,partial,6.446798567164179,4.889296737739873,2.2209210485994935,4.7782282875812445,0.110712,15.55647186715148,55.851217573524096,True
aqsoldb,AqSolDB,measured,Grok 4.3,grok43,xAI,t1024,1,500,500,0.0,max_tokens:1024,3.1203,2137.0,498,467,467,3,20,0.4852,0.002,11.7236,0.0905,2.214,0.8146,26.4806,0.7286,2.214,0.8146,26.4806,0.7286,-0.0549,0.5313,900.2123,0.7005,163,36,8,163,40,10,1.7131,hit3,True,R23,1.7131,1.6064,22.0859,22.2222,0.1251,0.0005,11.8358,0.2204,0.4316,0.0015,10.7326,0.065,0.6424,2.9979,9.375,36.1174,0.1251,0.0005,10.2457,0.01,11.8358,0.2204,0.4316,0.0015,12.8569,0.0005,10.7326,0.065,0.0051,0.1742,partial,0.4254,13.2961,10.4779,1.3932,30.533,12.139468,11.034906,False,False,True,0.00025962324444406097,0.039432493199959576,7.597839826825557e-08,1.0720592051103233e-46,10.191138,34.903640256959314,,0.0009200072017883503,0.12319737520460744,False,contaminated,"R12 only (broad, R23 at chance)",partial,3.471663203426124,0.8624055331905782,1.8193466138713819,2.0138096328142714,0.110712,26.25857480226412,15.473480742828238,True
