dataset,dataset_name,ds_class,model,tag,vendor,arm,blocks,n_call,n_queried,trunc,reasoning,cost,think,n_pred,n_usable,n_mol,level,n_bins,mp_chance_hit,mp_p_hit,mp_chance_deep,mp_p_deep,rs_chance_hit,rs_p_hit,rs_chance_deep,rs_p_deep,rs_chance_hit3,rs_p_hit3,rs_chance_R23,rs_p_R23,pearson,spearman,rmse,medae,m1,m2,m3,h1,h2,h3,hit,hit_stat,deep,deep_stat,hit3,hit3_all,R12,R23,chance_hit,p_hit,chance_deep,p_deep,mb_chance_hit,mb_p_hit,mb_chance_deep,mb_p_deep,hit_lo,hit_hi,deep_lo,deep_hi,chance_hit3,p_hit3,chance_R12,p_R12,chance_R23,p_R23,mb_chance_hit3,mb_p_hit3,mb_chance_R12,mb_p_R12,mb_chance_R23,mb_p_R23,q_hit_joint,q_deep_joint,regime_old,smooth_floor,R12_smooth_floor,R23_smooth_floor,R13_smooth_floor,hit1_smooth_floor,floor_R12,floor_R23,guard_R12,guard_R23,testable,p_R12_binom,p_R23_binom,p_hit3_binom,p_m1_binom,floor_m1,rate_m1,q_hit3,q_R12,q_R23,first_figure_at_chance,verdict,evidence,regime,breadth_R12,breadth_R23,excess_R12,excess_R23,floor_hit3,rel_medae,excess_hit3,recall_signature
esol,ESOL / Delaney,measured,GPT-5.6 terra,terra,OpenAI,reg,1,500,500,0.0,none,0.0517,0.0,500,398,398,3,20,0.6484,0.7451,12.5649,0.6177,0.4871,0.5762,10.2041,0.4918,0.4871,0.5762,10.2041,0.4918,0.8581,0.8738,1.1523,0.662,145,20,2,145,20,2,0.5025,hit3,True,R23,0.5025,0.4,13.7931,10.0,0.2009,0.1884,11.7451,0.5282,0.6538,0.7466,12.5932,0.6402,0.0,1.2563,0.0,26.3246,0.2009,0.1884,10.1028,0.1554,11.7451,0.5282,0.6538,0.7466,14.3317,0.5742,12.5932,0.6402,1.0,0.9873,clean,0.5289,13.0409,11.114,1.4494,36.4912,11.457471,11.146591,False,False,True,0.2213913062653256,0.6698864594630727,0.16933748265038132,5.608884515325172e-23,16.057679,36.4321608040201,,0.8315574818650907,1.0,False,clean,both rungs at chance,clean,0.8509213693467336,0.0,1.2038520542622364,0.8971352766060942,0.185646,20.590979782270608,2.706764487249927,False
freesolv,FreeSolv / SAMPL,measured,Gemini 2.5 Pro,gem25pro,Google,reg,1,500,500,0.0,minimal,2.2975,897.5,500,384,384,3,20,0.4078,0.1919,10.0912,0.2194,0.9424,0.7076,19.2381,0.6392,0.9424,0.7076,19.2381,0.6392,0.8771,0.9157,1.9376,0.79,130,19,3,130,20,3,0.7812,hit3,True,R23,0.7812,0.6,14.6154,15.7895,0.1001,0.004,11.1095,0.3063,0.3849,0.1939,9.6889,0.2134,0.0,1.8229,0.0,33.3333,0.1001,0.004,9.9694,0.1829,11.1095,0.3063,0.3849,0.1939,12.1061,0.1679,9.6889,0.2134,0.5353,0.5738,clean,0.6549,15.7042,11.5606,1.8155,36.0755,10.660569,14.033597,False,False,True,0.09726171733900743,0.5105643059896183,0.01520039110410617,1.227971705086877e-38,9.610963,33.854166666666664,,0.4504753224122449,1.0,False,clean,both rungs at chance,clean,1.3388698697916663,0.08687931510416662,1.3709774778438184,1.125121378360801,0.133215,19.602977667493796,5.864204481477311,False
freesolv,FreeSolv / SAMPL,measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,reg,1,500,500,0.0,none,0.0107,0.0,500,384,384,3,20,0.3243,0.7281,10.2826,0.6287,0.4448,0.8181,10.0231,0.5652,0.4448,0.8181,10.0231,0.5652,0.876,0.8936,1.9709,0.94,109,13,1,109,13,2,0.2604,hit3,False,R23,0.2604,0.2,11.9266,7.6923,0.1228,0.3778,12.6102,0.3778,0.3251,0.7361,10.271,0.6297,0.0,0.7812,0.0,25.0,0.1228,0.3778,10.2022,0.3463,12.6102,0.3778,0.3251,0.7361,11.4448,0.4258,10.271,0.6297,1.0,0.9873,untestable,0.5143,14.8667,10.7512,1.5983,32.1784,10.660569,14.033597,False,False,True,0.37803691579218995,,0.4006362665222259,2.1303873701435803e-25,9.610963,28.385416666666668,,1.0,,False,clean,"R12 at chance, R23 no power",clean,0.3593697369791667,0.0,1.1187582951716741,0.5481345944307793,0.133215,23.325062034739453,1.9547348271591038,False
freesolv,FreeSolv / SAMPL,measured,Gemini 3.1 Pro,gem31pro,Google,reg,1,500,500,0.0,max_tokens:128,0.9538,266.0,500,384,384,3,20,0.607,0.001,9.4062,0.008,2.7293,0.5982,23.1597,0.3093,2.7293,0.5982,23.1597,0.3093,0.9539,0.9544,1.2216,0.5,184,38,10,184,40,10,2.6042,hit3,True,R23,2.6042,2.0,20.6522,26.3158,0.1018,0.0005,10.2905,0.1499,0.4842,0.0005,7.8317,0.002,1.2956,4.4271,12.9032,41.1797,0.1018,0.0005,10.6773,0.044,10.2905,0.1499,0.4842,0.0005,13.962,0.004,7.8317,0.002,0.0037,0.0131,heavy,0.9714,17.4164,11.7277,2.0425,47.556,10.660569,14.033597,False,False,True,5.2058552739889885e-05,0.03324106793809304,1.9112435246590404e-10,1.464870391673723e-82,9.610963,47.916666666666664,,0.00038713965981213884,0.18094107083827962,False,contaminated,"R12 only (broad, R23 at chance)",partial,4.7876440208333335,1.215425296875,1.9372511917515847,1.875199922015717,0.133215,12.406947890818858,19.548849604023573,False
freesolv,FreeSolv / SAMPL,measured,Gemini 3.5 Flash,gem35flash,Google,reg,1,500,500,0.0,minimal,0.0646,0.0,500,384,384,3,20,0.6007,0.0005,11.7592,0.0135,2.9275,0.5672,29.0532,0.4643,2.9275,0.5672,29.0532,0.4643,0.9079,0.9322,1.6934,0.61,154,37,11,154,38,11,2.8646,hit3,True,R23,2.8646,2.2,24.026,29.7297,0.102,0.0005,10.0995,0.1399,0.4784,0.0005,9.8073,0.008,1.3021,4.6875,15.7794,43.9078,0.102,0.0005,9.9854,0.0055,10.0995,0.1399,0.4784,0.0005,12.8786,0.001,9.8073,0.008,0.0037,0.0446,heavy,0.8372,16.8691,11.7486,1.9819,42.2448,10.660569,14.033597,False,False,True,1.7645649286759395e-06,0.010498440366002247,8.633358616098901e-12,1.7901501580235773e-56,9.610963,40.104166666666664,,1.4116519429407516e-05,0.06521384133234337,False,contaminated,"R12 only (broad, R23 at chance)",partial,5.3600843072916655,1.5123877890625002,2.2537258564716383,2.118466135232471,0.133215,15.136476426799007,21.503584431182674,False
freesolv,FreeSolv / SAMPL,measured,Gemini 3.6 Flash,gem36flash,Google,reg,1,500,500,0.0,minimal,0.062,0.0,500,384,384,3,20,0.5984,0.0195,12.3668,0.1739,1.6219,0.5947,19.2087,0.4578,1.6219,0.5947,19.2087,0.4578,0.8867,0.9062,1.7872,0.69,152,30,6,152,31,6,1.5625,hit3,True,R23,1.5625,1.2,19.7368,20.0,0.0965,0.0005,9.1055,0.2329,0.5561,0.017,11.8994,0.1594,0.5208,2.8646,6.4418,36.3636,0.0965,0.0005,9.9872,0.0355,9.1055,0.2329,0.5561,0.017,12.8061,0.0065,11.8994,0.1594,0.0856,0.4925,clean,0.7057,16.1409,11.1385,1.7979,39.2539,10.660569,14.033597,False,False,True,0.0006671821073152331,0.23801561289345358,1.5568144716285048e-05,6.989948621322649e-55,9.610963,39.583333333333336,,0.0047604344954384195,0.872723913942663,False,contaminated,"R12 only (broad, R23 at chance)",partial,3.5926914374999996,0.46612523437500003,1.8513833548659548,1.4251513706713965,0.133215,17.121588089330025,11.729159629170889,False
freesolv,FreeSolv / SAMPL,measured,Gemini 3 Flash,gem3flash,Google,reg,1,500,500,0.0,none,0.0216,0.0,500,384,384,3,20,0.6917,0.0005,13.2519,0.009,2.8793,0.4263,30.3098,0.3993,2.8793,0.4263,30.3098,0.3993,0.9291,0.9523,1.5879,0.56,155,37,12,155,40,12,3.125,hit3,True,R23,3.125,2.4,23.871,32.4324,0.1012,0.0005,9.8666,0.1514,0.5467,0.0005,11.2036,0.006,1.5625,4.9479,18.176,45.7201,0.1012,0.0005,9.8463,0.007,9.8666,0.1514,0.5467,0.0005,13.2493,0.0005,11.2036,0.006,0.0037,0.035,heavy,0.8776,16.9985,11.5748,1.9675,44.6042,10.660569,14.033597,False,False,True,2.0805707353620315e-06,0.0035262573623244045,3.5675009852354403e-13,2.818830919076569e-57,9.610963,40.364583333333336,,1.6155019827516948e-05,0.023649060184896625,False,contaminated,R12 + R23,partial,5.332322408854167,1.772804455729167,2.2391862948403594,2.31105396570815,0.133215,13.895781637717123,23.458319258341778,True
freesolv,FreeSolv / SAMPL,measured,GPT-4.1,gpt41,OpenAI,reg,1,500,500,0.0,none,0.1695,0.0,500,384,384,3,20,0.2632,0.074,8.9179,0.0415,0.8767,0.6592,28.0246,0.5337,0.8767,0.6592,28.0246,0.5337,0.6211,0.777,3.806,1.36,76,11,3,76,12,3,0.7812,hit3,False,R23,0.7812,0.6,14.4737,27.2727,0.0984,0.0065,11.2272,0.1614,0.2286,0.054,7.7256,0.028,0.0,1.569,0.0,55.5952,0.0984,0.0065,9.0636,0.1339,11.2272,0.1614,0.2286,0.054,14.4423,0.4843,7.7256,0.028,0.2334,0.132,untestable,0.3737,13.4391,11.2903,1.5173,24.6289,10.660569,14.033597,False,False,True,0.1831615139677183,,0.01520039110410617,1.2205264271750921e-09,9.610963,19.791666666666668,,0.7473208519932063,,False,clean,"R12 at chance, R23 no power",clean,0.7546790520833332,0.37924591927083334,1.357685504404127,1.9433862893454898,0.133215,33.74689826302729,5.864204481477311,True
freesolv,FreeSolv / SAMPL,measured,GPT-5,gpt5,OpenAI,reg,1,500,500,0.0,minimal,0.203,0.0,500,384,384,3,20,0.1841,0.1579,11.3689,0.2664,0.6474,0.7131,18.731,0.4493,0.6474,0.7131,18.731,0.4493,0.4683,0.652,5.2478,1.6,72,10,2,72,10,2,0.5208,hit3,False,R23,0.5208,0.4,13.8889,20.0,0.1077,0.0595,11.9057,0.2929,0.1656,0.1284,10.8961,0.2619,0.0,1.3021,0.0,45.4545,0.1077,0.0595,9.4588,0.1879,11.9057,0.2929,0.1656,0.1284,8.2994,0.0375,10.8961,0.2619,0.4246,0.6472,untestable,0.3242,12.9199,11.3182,1.4623,22.1719,10.660569,14.033597,False,False,True,0.2348484327945348,,0.09362540133804283,3.3238667178115e-08,9.610963,18.75,,0.867132674933667,,False,clean,"R12 at chance, R23 no power",clean,0.6053099791666666,0.155375078125,1.3028291454236636,1.4251513706713965,0.133215,39.702233250620345,3.9094696543182077,True
freesolv,FreeSolv / SAMPL,measured,GPT-5.5,gpt55,OpenAI,reg,1,500,500,0.0,none,0.2459,0.0,500,384,384,3,20,0.9898,0.004,19.5683,0.069,2.8969,0.6702,32.3804,0.5202,2.8969,0.6702,32.3804,0.5202,0.8056,0.9239,2.8897,0.745,130,31,10,130,33,10,2.6042,hit3,True,R23,2.6042,2.0,23.8462,32.2581,0.1465,0.0005,14.2282,0.2089,0.8866,0.0015,18.0974,0.0635,1.0417,4.4271,15.9947,50.0,0.1465,0.0005,10.3489,0.01,14.2282,0.2089,0.8866,0.0015,14.8962,0.001,18.0974,0.0635,0.0102,0.2614,partial,0.694,16.064,11.5593,1.8569,37.375,10.660569,14.033597,False,False,True,1.3640393467289008e-05,0.007804831857261404,1.9112435246590404e-10,1.227971705086877e-38,9.610963,33.854166666666664,,0.00010437866305403763,0.04905894310278597,False,contaminated,R12 + R23,partial,4.463869869791666,1.4712460755208332,2.236859964979355,2.298633771512749,0.133215,18.486352357320097,19.548849604023573,True
freesolv,FreeSolv / SAMPL,measured,Grok 4.3,grok43,xAI,reg,1,500,500,0.0,none,0.0889,0.0,500,384,384,3,20,0.6944,0.0005,19.5832,0.0005,4.0387,0.3848,51.8698,0.1774,4.0387,0.3848,51.8698,0.1774,0.8328,0.865,2.1394,0.765,121,28,17,121,30,17,4.4271,hit3,True,R23,4.4271,3.4,23.1405,60.7143,0.1509,0.0005,15.8978,0.039,0.5033,0.0005,14.8792,0.0005,2.5977,6.7708,42.3026,79.1703,0.1509,0.0005,9.7414,0.0105,15.8978,0.039,0.5033,0.0005,11.3607,0.0005,14.8792,0.0005,0.0037,0.0037,heavy,0.651,15.7135,11.2537,1.7683,36.8164,10.660569,14.033597,False,False,True,6.146688113949925e-05,1.4333052575762096e-08,1.3912018983127878e-20,1.1092226094334868e-32,9.610963,31.510416666666668,,0.0004507571283563278,1.20124631111149e-07,False,contaminated,R12 + R23,partial,3.932476955729167,3.40380021875,2.170662747926494,4.326353393217719,0.133215,18.982630272952854,33.23274406035357,True
freesolv,FreeSolv / SAMPL,measured,Grok 4.5,grok45,xAI,reg,1,500,500,0.0,low,1.0187,216.0,500,384,384,3,20,3.7806,0.0005,26.766,0.0005,30.7008,0.2229,68.1171,0.0595,30.7008,0.2229,68.1171,0.0595,0.963,0.9651,1.0351,0.07,276,170,125,276,172,127,32.5521,hit3,True,R23,32.5521,25.0,61.5942,73.5294,0.2624,0.0005,23.497,0.0325,2.1646,0.0005,17.438,0.0005,28.1185,37.2396,67.3913,80.0,0.2624,0.0005,11.1426,0.0005,23.497,0.0325,2.1646,0.0005,20.1087,0.0005,17.438,0.0005,0.0037,0.0037,heavy,6.4023,41.684,17.3219,7.2205,88.6693,10.660569,14.033597,False,False,True,1.2353996117813213e-92,9.443915268897838e-69,1.9178993447763447e-256,1.8222206423316317e-188,9.610963,71.875,,3.2614549751026884e-90,9.972774523956118e-67,False,contaminated,R12 + R23,heavy,36.60854936458333,26.339292994791666,5.77775914212459,5.239526259732269,0.133215,1.7369727047146404,244.3576173854296,False
freesolv,FreeSolv / SAMPL,measured,Claude Haiku 4.5,haiku45,Anthropic,reg,1,500,500,0.0,none,0.1096,0.0,500,384,384,3,20,0.2174,0.1954,10.945,0.2299,0.6562,0.7251,18.0577,0.4173,0.6562,0.7251,18.0577,0.4173,0.5659,0.6423,3.4262,1.66,68,10,2,68,12,2,0.5208,hit3,False,R23,0.5208,0.4,14.7059,20.0,0.1245,0.078,13.3719,0.3343,0.2055,0.1799,10.6649,0.2259,0.0,1.3021,0.0,50.0,0.1245,0.078,9.6308,0.1464,13.3719,0.3343,0.2055,0.1799,11.0262,0.1559,10.6649,0.2259,0.5075,0.5871,untestable,0.3268,13.249,11.4091,1.5116,21.6211,10.660569,14.033597,False,False,True,0.18462107356790752,,0.09362540133804283,6.953907779461532e-07,9.610963,17.708333333333332,,0.7473208519932063,,False,clean,"R12 at chance, R23 no power",clean,0.7163575729166665,0.155375078125,1.3794667057640169,1.4251513706713965,0.133215,41.19106699751861,3.9094696543182077,True
freesolv,FreeSolv / SAMPL,measured,Kimi K3,kimik3,Moonshot,reg,1,500,500,0.0,none,0.3432,0.0,499,383,383,3,20,0.8031,0.076,20.2844,0.1664,1.8448,0.7041,25.7623,0.3038,1.8448,0.7041,25.7623,0.3038,0.5957,0.8287,4.9051,1.04,104,20,6,104,23,6,1.5666,hit3,True,R23,1.5666,1.2024,19.2308,30.0,0.1274,0.0005,14.9082,0.2179,0.7762,0.069,19.9596,0.1724,0.5222,3.1332,11.7484,52.3872,0.1274,0.0005,10.1268,0.059,14.9082,0.2179,0.7762,0.069,15.2073,0.1169,19.9596,0.1724,0.2793,0.4958,clean,0.4609,14.5754,10.6147,1.5471,29.793,10.660569,14.033597,False,False,True,0.006529026338247797,0.051183092051366036,1.5342247179525386e-05,1.0921801050836257e-22,9.610963,27.154046997389035,,0.041534047067407674,0.26757101587248777,False,contaminated,"R12 only (broad, R23 at chance)",partial,2.3271561984334204,0.8337547258485639,1.8039187214115866,2.137727056007095,0.133215,25.806451612903224,11.759936944037834,True
freesolv,FreeSolv / SAMPL,measured,Llama 4 Maverick,llama4mav,Meta,reg,1,500,500,0.0,none,0.0188,0.0,500,384,384,3,20,0.2573,0.2664,7.6969,0.3103,0.4875,0.5697,9.4753,0.4103,0.4875,0.5697,9.4753,0.4103,0.5576,0.8051,3.9609,1.18,92,19,2,92,19,2,0.5208,hit3,True,R23,0.5208,0.4,20.6522,10.5263,0.1005,0.0535,10.6608,0.3278,0.2427,0.2309,7.5872,0.2854,0.0,1.3021,0.0,30.0,0.1005,0.0535,10.4836,0.0355,10.6608,0.3278,0.2427,0.2309,14.4159,0.04,7.5872,0.2854,0.5932,0.6857,clean,0.4128,14.0828,10.695,1.5062,27.4049,10.660569,14.033597,False,False,True,0.00353840105039173,0.7681507204330023,0.09362540133804283,1.8892419005989015e-16,9.610963,23.958333333333332,,0.023649060184896625,1.0,False,contaminated,"R12 only (broad, R23 at chance)",partial,2.3938220104166668,0.0,1.9372511917515847,0.7500785436549162,0.133215,29.280397022332505,3.9094696543182077,False
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 luna,luna,OpenAI,reg,1,500,500,0.0,none,0.0049,0.0,500,384,384,3,20,0.3333,0.1304,13.9034,0.2409,0.9091,0.6902,22.2555,0.5207,0.9091,0.6902,22.2555,0.5207,0.678,0.8447,3.6956,1.085,87,14,3,87,15,3,0.7812,hit3,False,R23,0.7812,0.6,16.092,21.4286,0.0974,0.0065,9.564,0.1939,0.3025,0.1074,12.8021,0.2209,0.0,1.8229,0.0,44.4444,0.0974,0.0065,9.5333,0.089,9.564,0.1939,0.3025,0.1074,10.1431,0.027,12.8021,0.2209,0.3864,0.5849,untestable,0.4622,14.218,11.1635,1.5872,29.1224,10.660569,14.033597,False,False,True,0.07672055198966099,,0.01520039110410617,3.811400168367423e-14,9.610963,22.65625,,0.37507825417167595,,False,clean,"R12 at chance, R23 no power",clean,1.2305481692708333,0.26960844270833334,1.50948790819702,1.5269499330784544,0.133215,26.92307692307692,5.864204481477311,True
freesolv,FreeSolv / SAMPL,measured,MiniMax M3,minimaxm3,MiniMax,reg,1,500,500,0.2,none,0.8036,0.0,499,383,383,3,20,0.8205,0.0005,16.6249,0.0245,3.1465,0.6672,36.6866,0.5587,3.1465,0.6672,36.6866,0.5587,0.772,0.8534,2.5947,0.87,118,31,11,118,31,11,2.8721,hit3,True,R23,2.8721,2.2044,26.2712,35.4839,0.1108,0.0005,11.0972,0.081,0.706,0.0005,14.7859,0.0145,1.3055,4.6997,19.2308,54.1667,0.1108,0.0005,10.5486,0.0035,11.0972,0.081,0.706,0.0005,15.0904,0.0005,14.7859,0.0145,0.0037,0.0768,partial,0.5365,14.8219,10.6902,1.5845,33.8568,10.660569,14.033597,False,False,True,1.585877501926619e-06,0.002315636391654402,8.396268267939138e-12,6.630090226212124e-31,9.610963,30.80939947780679,,1.2882204938726997e-05,0.016087579142020053,False,contaminated,R12 + R23,partial,4.809537488250653,1.7361840548302871,2.4643337517912975,2.5284964360883384,0.133215,21.58808933002481,21.559884397402694,True
freesolv,FreeSolv / SAMPL,measured,Mistral Large 2512,mistrall,Mistral,reg,1,500,500,0.0,minimal,0.0204,0.0,500,384,384,3,20,0.5939,0.0035,15.4413,0.023,2.0523,0.6717,27.7802,0.1969,2.0523,0.6717,27.7802,0.1969,0.5203,0.8721,5.0004,0.83,128,20,7,128,22,7,1.8229,hit3,True,R23,1.8229,1.4,15.625,35.0,0.1441,0.0005,14.4496,0.1279,0.5232,0.0035,14.075,0.0205,0.7812,3.125,14.2857,57.1617,0.1441,0.0005,10.4658,0.1524,14.4496,0.1279,0.5232,0.0035,11.6461,0.072,14.075,0.0205,0.0214,0.1003,partial,0.6211,15.3719,11.6569,1.7919,34.6615,10.660569,14.033597,False,False,True,0.05240308411142428,0.015537950070335742,1.1107023636617921e-06,2.807211290780549e-37,9.610963,33.333333333333336,,0.27126302363560806,0.09429928318548589,False,clean,both rungs at chance,clean,1.654810333333333,1.09200015625,1.4656816160563286,2.494014898674944,0.133215,20.595533498759306,13.683894456329993,True
freesolv,FreeSolv / SAMPL,measured,Claude Opus 5,opus5,Anthropic,reg,1,500,500,0.0,none,0.628,0.0,500,384,384,3,20,3.6712,0.0005,27.5914,0.0005,34.6233,0.2719,76.8808,0.063,34.6233,0.2719,76.8808,0.063,0.9594,0.9535,1.1116,0.085,246,170,139,246,173,140,36.1979,hit3,True,R23,36.1979,27.8,69.1057,81.7647,0.2254,0.0005,20.6862,0.027,1.8449,0.0005,15.9156,0.0005,31.5104,41.4062,76.1905,87.8063,0.2254,0.0005,10.9655,0.0005,20.6862,0.027,1.8449,0.0005,20.9822,0.0005,15.9156,0.0005,0.0037,0.0037,heavy,5.3919,38.2452,16.3656,6.2591,86.1458,10.660569,14.033597,False,False,True,6.571710613323123e-105,2.5085701615268713e-87,9.060985649022047e-293,1.8552626091458832e-149,9.610963,64.0625,,3.469863203834609e-102,4.4150834842872937e-85,False,contaminated,R12 + R23,heavy,37.441406317708335,29.985126328125002,6.482365059501045,5.826353713876777,0.133215,2.1091811414392057,271.7254062980895,False
freesolv,FreeSolv / SAMPL,measured,Qwen3-235B,qwen3,Alibaba,reg,1,500,500,0.0,max_tokens:128,0.0123,0.0,500,384,384,3,20,0.176,0.5002,17.5055,0.3843,0.2915,0.6747,27.4338,0.5507,0.2915,0.6747,27.4338,0.5507,0.2255,0.2047,7.0334,3.14,32,4,1,32,4,1,0.2604,hit3,False,R23,0.2604,0.2,12.5,25.0,0.1051,0.3228,12.3041,0.2499,0.1617,0.4808,16.6987,0.3538,0.0,0.7812,0.0,100.0,0.1051,0.3228,9.5336,0.2789,12.3041,0.2499,0.1617,0.4808,11.0804,0.3823,16.6987,0.3538,0.8898,0.7375,untestable,0.1393,11.2089,9.444,1.0586,13.1615,10.660569,14.033597,False,False,True,0.4491218822058348,,0.4006362665222259,0.8247611451364749,9.610963,8.333333333333334,,1.0,,True,clean,"R12 at chance, R23 no power",clean,0.15328591666666666,0.11423336458333333,1.1725452928450628,1.7814392133392458,0.133215,77.91563275434243,1.9547348271591038,True
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 sol,sol,OpenAI,reg,1,500,500,0.0,none,0.2464,0.0,500,384,384,3,20,1.1007,0.0005,25.3302,0.0005,6.2105,0.5222,57.6279,0.1849,6.2105,0.5222,57.6279,0.1849,0.896,0.8991,1.7329,0.8,123,37,24,123,39,25,6.25,hit3,True,R23,6.25,4.8,30.0813,64.8649,0.1982,0.0005,20.1066,0.0485,0.8146,0.0005,20.0595,0.001,3.9062,8.8542,48.7789,80.7713,0.1982,0.0005,10.2182,0.002,20.1066,0.0485,0.8146,0.0005,13.6163,0.0005,20.0595,0.001,0.0037,0.0071,heavy,0.6758,15.4884,12.2869,1.9031,35.5104,10.660569,14.033597,False,False,True,3.263032203041323e-09,1.854376184325037e-12,5.032700972244324e-32,5.718797053799153e-34,9.610963,32.03125,,2.970484488285894e-08,1.99818494964004e-11,False,contaminated,R12 + R23,partial,6.220703158854167,4.897804455729166,2.821734937412815,4.622115057173154,0.133215,19.851116625310173,46.916638516683555,True
freesolv,FreeSolv / SAMPL,measured,Claude Sonnet 5,sonnet5,Anthropic,reg,1,500,500,0.0,none,0.2511,0.0,500,384,384,3,20,1.4117,0.0005,21.0457,0.0015,6.6518,0.5782,43.722,0.2609,6.6518,0.5782,43.722,0.2609,0.9383,0.9541,1.4759,0.54,183,52,25,183,54,26,6.5104,hit3,True,R23,6.5104,5.0,28.4153,48.0769,0.1462,0.0005,13.3715,0.0755,1.1199,0.0005,17.8891,0.0005,4.1667,9.1146,34.5439,62.5089,0.1462,0.0005,10.9286,0.0015,13.3715,0.0755,1.1199,0.0005,14.4765,0.0005,17.8891,0.0005,0.0037,0.0037,heavy,0.9167,17.014,11.749,1.999,45.8568,10.660569,14.033597,False,False,True,2.6895564745098398e-11,4.618914309158746e-09,9.65932414442229e-34,1.2628696219991186e-81,9.610963,47.65625,,2.6297885528540654e-10,4.064644592059696e-08,False,contaminated,R12 + R23,partial,8.461239252604166,4.610033739583333,2.665458100782425,3.4258429966315838,0.133215,13.399503722084367,48.871373343842656,True
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 terra,terra,OpenAI,reg,1,500,500,0.0,none,0.0491,0.0,500,384,384,3,20,0.4863,0.0335,12.4709,0.0975,1.4707,0.6767,26.0559,0.5522,1.4707,0.6767,26.0559,0.5522,0.7477,0.8641,3.4809,0.8495,118,20,5,118,21,5,1.3021,hit3,True,R23,1.3021,1.0,16.9492,25.0,0.1314,0.001,12.5837,0.2619,0.4493,0.0185,11.8139,0.078,0.2604,2.6042,6.6563,46.6667,0.1314,0.001,9.8756,0.0775,12.5837,0.2619,0.4493,0.0185,13.2516,0.1129,11.8139,0.078,0.0923,0.3065,clean,0.582,14.7535,11.5504,1.7041,34.1549,10.660569,14.033597,False,False,True,0.024763930025901788,0.13852448116303762,0.00018715003556676226,8.661422284731444e-31,9.610963,30.729166666666668,,0.14059521563092628,0.5995157873285563,False,clean,both rungs at chance,clean,1.9324293177083331,0.5711668229166666,1.5898963741991634,1.7814392133392458,0.133215,21.07940446650124,9.774424802011787,True
ld50,LD50 (Zhu),measured,Gemini 2.5 Pro,gem25pro,Google,reg,1,500,500,0.0,minimal,2.1979,835.5,500,497,497,3,20,0.9163,0.011,12.4117,0.0435,1.7571,0.3843,20.4853,0.4463,1.7571,0.3843,20.4853,0.4463,0.3417,0.3594,1.0505,0.5105,216,47,10,216,51,10,2.0121,hit3,True,R23,2.0121,2.0,21.7593,21.2766,0.4522,0.001,11.093,0.0795,0.8569,0.0035,11.7564,0.039,0.8048,3.4205,10.199,33.3333,0.4522,0.001,11.1643,0.0005,11.093,0.0795,0.8569,0.0035,17.1468,0.0025,11.7564,0.039,0.0214,0.179,partial,0.6489,13.9177,10.7464,1.4957,43.3853,12.862777,10.421628,False,False,True,0.00019862845032356515,0.021162045723932946,1.1008894041036125e-05,4.424463407126167e-08,31.897811,43.46076458752515,,0.0014366550927512657,0.1255456195756921,False,contaminated,"R12 only (broad, R23 at chance)",partial,3.866479211267606,1.026526124748491,1.6916487007432377,2.041581219364191,0.341203,21.567384875369665,5.897075934267871,True
ld50,LD50 (Zhu),measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,reg,1,500,500,0.0,none,0.0128,0.0,500,497,497,3,20,0.441,1.0,8.9058,1.0,0.1558,1.0,3.7776,1.0,0.1558,1.0,3.7776,1.0,0.091,0.0678,0.9569,0.515,210,19,0,210,19,0,0.0,hit3,True,R23,0.0,0.0,9.0476,0.0,0.5257,1.0,10.6501,1.0,0.4416,1.0,8.8944,1.0,0.0,0.0,0.0,0.0,0.5257,1.0,11.3934,0.8621,10.6501,1.0,0.4416,1.0,11.6954,0.969,8.8944,1.0,1.0,1.0,clean,0.6237,13.7056,10.5388,1.4444,43.1831,12.862777,10.421628,False,False,True,0.9655048591345213,1.0,1.0,8.072987258302722e-07,31.897811,42.25352112676056,,1.0,1.0,False,clean,both rungs at chance,clean,0.0,0.0,0.7033939871615592,0.0,0.341203,21.75749894381073,0.0,False
ld50,LD50 (Zhu),measured,Gemini 3.1 Pro,gem31pro,Google,reg,1,500,500,0.0,max_tokens:128,1.0905,307.0,500,497,497,3,20,1.5748,0.0005,11.3492,0.0005,8.742,0.3098,44.0068,0.2899,8.742,0.3098,44.0068,0.2899,0.7522,0.7584,0.6046,0.256,316,100,47,316,106,52,9.4567,hit3,True,R23,9.4567,9.4,31.6456,47.0,0.2545,0.0005,7.4963,0.0005,1.227,0.0005,9.0304,0.0005,6.841,12.0724,36.5518,56.2518,0.2545,0.0005,8.6965,0.0005,7.4963,0.0005,1.227,0.0005,22.2646,0.0005,9.0304,0.0005,0.0037,0.0037,heavy,1.2958,18.5903,11.0558,2.0553,63.0453,12.862777,10.421628,False,False,True,3.3354325597266994e-18,1.9747116339315697e-20,5.474562148952228e-51,1.752265818920776e-47,31.897811,63.58148893360161,,4.295386320818774e-17,3.066611007987849e-19,False,contaminated,R12 + R23,partial,11.942379211267605,7.359833400402414,2.4602463371634293,4.509852011605097,0.341203,10.815378115758344,27.71575865393915,True
